stock,window_size,n_lags,lambda,r2_insample_stage1,r2_oos_stage1,r2_insample_stage2,r2_oos_stage2,kappa,kappa_tstat,intercept,intercept_tstat,n_observations,n_windows,n_oos_predictions_stage2,avg_selection_rate
89428,231,1,0.003505898780188227,-0.003346125276999237,-0.001280785356745584,-3.844155660459592e-08,-0.007619039906875846,0.0001530028227971908,1.666740061877204e-05,0.0002793589274771534,0.9285840213213999,1642,1645,,0.00017245784363822177
93026,231,1,0.003505898780188227,-0.005006661327597694,-0.0018491004147735968,-3.30590665953423e-10,-0.010752289315830277,0.5,,0.0003695220975015264,2.0737911701160248,1642,1645,,0.0
90993,231,1,0.003505898780188227,0.008448146160217676,0.00507903254087827,0.0016482814354537023,-0.0009145584145984209,0.3839673316451262,2.6720041184537124,0.0007460578927219739,2.109825307685554,1642,1645,,0.0036088400613183444
31500,231,1,0.003505898780188227,0.01027332394392526,-0.002525816873255593,-1.267613347621932e-09,-0.006587436693555437,4.115694237786572e-07,1.362381140276351e-06,0.0005338202313880549,1.2386723057758808,1642,1645,,0.007157000510986203
83011,231,1,0.003505898780188227,0.013975195122455453,-0.0026103227527600747,-2.5364277345119035e-09,-0.0020972581770899446,5.249894811409624e-06,1.768656051452181e-05,0.0004441431953014529,0.9640810813980362,1642,1645,,0.010031297904956566
89541,231,1,0.003505898780188227,0.01598591964763905,-0.00370367349802736,0.003223536795236459,-0.051082439861648066,0.38419618821669455,3.7419717800068617,3.802975590436442e-05,0.08569741568865696,1642,1645,,0.009660832907511498
77605,231,1,0.003505898780188227,0.009155332036570069,-0.00684276907601955,-2.5493418487343433e-09,-0.0018757504020967541,8.032121483093489e-07,2.780568882201055e-06,0.0009418628878472766,2.133872175996723,1642,1645,,0.0074795605518651
92271,231,1,0.003505898780188227,-0.001400523046931388,-0.0008617294623118887,-5.9825477904951185e-12,-0.0004803704175464496,1.757997301111286e-06,1.0280080295864674e-08,0.0003245551492881159,1.0379577351026001,1642,1645,,2.5549310168625446e-05
75152,231,1,0.003505898780188227,0.050973749443827605,-0.014659541818441424,3.613183392714436e-05,-0.003531603015658913,0.030522406639914255,0.25042046064139195,0.0003740468407991794,0.6643626246434617,1642,1645,,0.027443152784874806
91237,231,1,0.003505898780188227,0.08054943461593046,-0.028353579190957046,-2.5157653738006047e-13,-0.00022161460758174378,1.2640134058533996e-11,1.1361612570536843e-10,0.0010538336380255433,1.436238385737526,1642,1645,,0.06080097087378641
