stock
90444
81540
70519
90825
83976
77857
12490
23085
53225
89882
92655
10952
83856
29647
62068
81044
93094
79235
35124
88281
18956
91707
23931
78059
91567
52936
62092
76136
75183
87043
18964
77920
89056
84385
27909
84781
86754
39731
88310
90312
77120
92854
90340
10693
85636
13928
91111
91133
80725
91629
93054
46674
90373
89049
86942
77925
62498
88660
89810
86949
75459
71079
90103
85414
79226
65307
92543
61815
45356
87666
89053
20053
88615
24969
85663
79918
86349
24272
14752
91801
71722
16555
32942
80204
26403
92010
89236
90050
23393
60206
85254
79644
77878
82932
17830
79663
93093
79461
85905
82855
90056
34032
84386
86556
32870
28484
47941
32678
91547
89428
93026
90993
31500
83011
89541
77605
92271
75152
91237
88593
90041
54199
79444
89840
90965
22293
89858
21152
88391
90796
46578
89812
85645
75825
87659
86223
39642
65541
89016
89437
77691
82298
79909
78077
50702
89766
59408
87445
89139
35991
10874
64929
37284
80008
46340
88873
62391
90685
78170
79667
90067
65947
64194
40539
79049
84588
89199
27511
91516
91392
82642
66245
28345
69761
88673
92528
12076
38093
75274
85246
75269
89892
47706
86305
75157
77860
92261
85265
86560
82646
92618
70228
93123
61508
18649
89217
48506
79210
23229
90698
50585
89244
14277
92493
84365
10065
79777
77124
90999
89304
86033
77649
91684
80681
90548
26710
92793
10294
81655
66376
19583
91321
85257
61516
88853
77548
68021
76224
75844
80168
88845
86896
81046
80169
10890
90885
85349
89842
58675
91374
16678
36468
79665
58771
88683
15202
22779
90756
11731
83264
92406
84660
71271
83822
89155
89349
24942
89063
91974
83445
89952
88885
76082
92154
85269
78876
84381
90507
27334
66800
35044
80193
83450
76478
90376
81061
91575
65294
87268
51423
79225
18622
88590
85449
82196
79244
44601
59185
23182
58683
85942
56223
77309
82800
91594
83671
67360
75466
91125
91579
86810
39917
89783
24440
92902
90066
87356
89406
83443
71176
88895
75065
19350
75082
38295
91390
77638
87137
71159
84181
32803
92913
82292
38746
89436
76602
76605
89438
75239
61567
17929
41080
77768
24248
56274
90520
89973
77469
69892
82924
86115
80072
91301
92517
89581
77236
91119
38703
92597
75275
92044
86416
66616
43449
89550
51925
82649
75642
89238
11628
64805
85517
83188
75341
89183
91991
52695
89068
10629
81774
85763
22592
78927
75075
85627
76185
12008
79859
50550
85951
76083
91416
49322
87033
90783
49015
62367
51131
46922
85917
78916
40125
32707
75240
91135
50876
90753
89788
77895
80717
77516
56936
91453
89269
78763
64186
20204
89653
89011
51625
83604
92570
67467
89335
85653
76127
76246
91355
92157
87204
34497
90562
92648
89398
11691
89002
92729
75263
75887
42585
89282
85419
91635
59619
42550
81132
36003
80828
92530
62359
29612
54594
91875
90114
89361
25785
89648
79356
61778
51086
77928
91037
78841
93150
77369
70033
89745
90703
76613
19561
92949
17961
82213
37584
75622
92240
45495
61807
75885
71563
89125
21207
92602
88411
81133
76477
89301
81284
75465
61743
28302
16126
17144
90386
89901
41187
89786
91582
10866
52476
52708
86869
90253
76644
85427
79139
86979
81035
73219
89630
82634
81299
85925
86871
78852
11018
49680
87280
10606
86339
58413
28804
79903
65875
47511
83509
92121
80779
85237
61313
84372
85348
87128
89070
52396
90267
91859
42614
76711
92257
43772
89348
90073
89517
58819
41355
86111
93071
21186
91044
86802
79447
11809
90700
50017
57154
79048
29938
56565
21936
21371
75104
52337
80307
90701
72696
85926
63467
91305
81521
89327
79547
92143
24643
92123
17750
85592
85914
91233
84820
70295
88284
43350
93013
89879
80928
77129
85616
76732
79145
91978
89207
90042
86341
89784
86889
51692
89256
29209
84776
90612
20765
91568
80575
70797
90829
60687
63132
32986
26470
92945
92999
75034
77661
84319
79237
87184
70420
21928
17523
51369
85259
46463
90675
28388
81055
88659
11891
77607
80688
76123
91457
93117
90979
92259
90068
76655
88373
91602
30680
71175
79362
77478
75100
92118
86121
37875
22103
80866
46077
17743
75819
92980
84176
86136
75346
43481
53197
11267
76226
59555
17478
20512
75649
89946
92550
84042
83421
64653
40416
29867
90037
77117
70578
18973
75401
90162
79611
91977
10516
25582
63781
79323
79094
57904
11533
75381
88392
91234
90998
80401
34948
15456
76804
84656
84772
40272
28310
83728
89854
34673
60442
12503
25419
84392
91584
76573
89551
24459
78947
61188
78854
79770
14541
89051
79238
81292
86563
90552
88487
87212
58501
81912
93174
21231
91114
72980
90927
93175
88668
83834
68187
85604
75650
80682
91975
69980
79646
90120
18438
25081
91655
84083
89855
92611
56856
59774
85440
86117
58334
91979
80113
76515
83233
90346
80054
93104
79915
76119
89184
24766
91854
85442
43123
91426
93065
91040
47730
84026
27828
77157
65330
66835
78089
75443
89475
22509
14816
89728
90850
67774
85789
78045
75416
89598
83366
89731
85081
80774
79360
89876
77073
91938
77131
91461
12650
87267
75331
86486
91656
84576
77501
59396
78061
89708
82694
90630
80303
60628
89839
27975
23579
76274
85918
89808
34817
92951
42286
90607
72996
53065
91106
84769
89704
75367
76592
30940
91692
10375
90307
90434
88612
84172
89540
79057
80683
52679
77078
79891
24109
85939
89179
90160
68830
75313
88495
92188
75475
21055
59628
87540
90839
85421
85172
91065
77763
91456
90569
91525
91914
75168
92426
25232
76221
90302
91872
80191
14795
65306
83987
41217
59300
90827
27991
79452
75306
75415
64995
85935
25320
89553
76838
89629
70332
85947
44329
92518
86876
19880
93001
89960
81784
81134
27430
90305
55597
78044
18411
90371
92927
75278
93096
82775
54578
88490
72726
79561
62930
89281
87842
89814
29102
40440
86872
80183
46703
79213
61735
21792
92672
32651
91068
13936
90689
91749
90925
64020
79767
89852
57007
88661
23799
76932
59248
85077
50286
38762
86372
28118
42200
91560
65365
92170
77816
50788
67598
92120
84103
85067
38156
80185
75846
79758
85426
71298
75837
89964
88818
60943
88822
91691
83720
68144
91683
63765
30796
86593
84375
90271
58318
89893
90105
86313
84780
86408
54148
90303
90943
80864
84032
75342
65285
78056
11308
89284
11144
87444
48653
17726
87844
13901
85897
90458
78963
90102
82656
90564
80381
75411
64899
90396
65402
77338
90338
89216
86547
39571
80719
79668
90202
89971
34833
39220
90648
91626
89782
90390
26607
46690
86369
89637
79233
18729
77418
89215
89538
92354
89071
72813
21135
87447
69796
81127
69999
89382
80784
80089
71810
75938
92897
76118
80399
54253
91138
89789
88888
90249
81736
90199
27633
75623
22111
84661
58975
25590
64282
80926
89635
59459
24328
82860
92901
87657
89900
12052
61946
85931
75336
79558
90387
84668
10933
90394
78877
89258
80100
19393
81045
52716
68419
89365
90531
88595
89443
70121
85796
89968
60599
89911
86594
49488
39693
85792
89649
90987
88282
89817
81043
79363
57074
89692
87426
42796
86218
85425
79895
25304
59010
89707
29946
88901
70703
86314
77467
72776
89257
82859
29890
51916
64936
89760
17778
55001
90057
92379
60186
92467
91519
85339
86102
88597
75285
70092
50606
19166
81598
91688
85945
90523
81030
79448
90922
90989
75320
11850
90882
55213
77470
63263
76712
89781
90761
77069
61146
64450
18091
91570
80421
92748
90762
49154
82272
64311
87133
90533
89976
78451
20750
89012
82743
90988
75041
78936
90853
20618
42439
90558
89492
91929
85340
91813
12062
52230
85072
89462
91041
72864
27983
88485
78950
10517
91414
63706
90494
81584
90880
90499
90680
90269
90793
82311
88953
89332
81067
89014
47677
92355
78186
89733
85621
77239
88897
91858
91973
51263
44206
43837
83835
52898
92891
89444
16548
93031
87541
60580
77730
27422
75049
21776
56653
86128
76639
80432
77496
15720
79037
84767
92128
86021
12431
92405
25953
80200
88233
49330
46877
92144
68929
75154
77066
46392
76282
90164
79698
83597
31077
85346
75268
86799
77520
49656
87214
75064
90038
86228
62308
92149
80711
76558
89138
45751
64390
85916
73139
47626
79236
76572
85602
89537
11955
45728
49373
92621
51633
27684
13610
92263
20415
77692
12211
92728
90751
92506
43553
77584
90300
88924
79229
83462
62922
69032
92385
23835
78038
92635
85261
