window_size,n_lags,lambda,r2_insample_stage1,r2_oos_stage1,r2_insample_stage2,r2_oos_stage2,kappa,kappa_tstat,intercept,intercept_tstat,n_observations,n_windows,n_oos_predictions_stage2
200,5,0.01,-0.004429936869221566,-3.579077716420187e-07,-4.103974937663679e-10,-0.00042866816667941343,0.5,,0.0004057621162093762,3.3702895034873803,8234,8234,8133
200,2,0.01,-0.00442938370904716,-3.013492169134935e-07,-1.2503083013370997e-09,-0.00043142334742407584,0.5,,0.0004052853756885289,3.3675301444174597,8237,8237,8136
200,3,0.01,-0.004429590151028054,-2.923919357744609e-07,-1.889133294241674e-11,-0.0004353650028701139,0.5,,0.0004052853756885289,3.367143075806617,8236,8236,8135
200,1,0.01,-0.0044292392559601304,-5.660600095325208e-07,-7.384510780639175e-10,-0.000443382808478443,0.5,,0.0004052853756885289,3.367938144569022,8238,8238,8137
100,1,0.01,-0.009003999768644227,6.33676303316566e-05,-0.00029693427156995966,-0.000726178927176635,0.9993390594529402,0.0035132343742223125,0.00041476469338583944,3.4778341009353775,8338,8338,8237
100,5,0.01,-0.007544647037925969,3.352057995043012e-05,-0.003499340280114671,-0.005335465967293507,0.005745178272329711,1.4072132772419501,0.00041155881331760344,3.444374498911544,8334,8334,8233
100,2,0.01,-0.008966439362543875,-0.00044306546674688363,0.00011478697146316552,-0.008973546708060942,0.006772740831984202,0.2256766003798515,0.00041482824563561965,3.478666196472942,8337,8337,8234
100,3,0.01,-0.008960112171358774,-0.0004442183967079405,0.00011315055900540383,-0.009062839585298077,0.006743015524608803,0.22658178238874985,0.0004144907583114115,3.475430153092208,8336,8336,8232
60,3,0.01,-0.01220284960171902,-0.013416244038282787,-0.0074379543201128495,-0.013988271832913624,0.9994017277404335,0.09204969728801296,0.000407473627091103,3.417327076612508,8376,8376,8273
60,5,0.01,-0.010291041315669392,-0.008639035657206362,-0.013670627833330062,-0.014251224833455645,0.07675016740495048,1.4313153608760674,0.00040942833969950673,3.422738252045542,8374,8374,8273
60,1,0.01,-0.01384399995774231,-0.009877962329587042,-0.002502661572459708,-0.014698881020289933,0.07479950280193576,1.0980717772909814,0.00040628014658964913,3.4164144404706125,8378,8378,8275
30,5,0.01,-0.01664640513016384,-0.03011563771161585,-0.04568526683175045,-0.03993240643186757,0.999993941256118,3.0014703069181135,0.0004090707439646467,3.3756204440898574,8404,8404,8303
30,2,0.01,-0.021479298276885883,-0.03619864038353726,-0.07299585655868057,-0.05701251460960366,0.9999863122175262,1.1668879921163253,0.00040764825292114674,3.321875079943624,8407,8407,8305
30,1,0.01,-0.025154553269157966,-0.027792631261903233,-0.07962523061203441,-0.08877952233226805,0.9999999923169095,1194.0660889597088,0.00040731418273443363,3.309327087738392,8408,8408,8306
60,2,0.01,-0.01253200789146986,-0.012649824139793875,-0.007853666221627087,-0.12838128008659977,0.9793047914674851,0.08789762362667763,0.00040707669243624097,3.4136825168972686,8377,8377,8275
30,3,0.01,-0.01976919944931705,-0.03653658299418949,-0.049110134612300405,-0.1347863010441952,0.999987975799059,1.290375208216526,0.00040851287165999514,3.3662923614111833,8406,8406,8304
200,1,0.001,0.13659830105720744,-0.14862312222525054,-0.24885007604259135,-0.2536854982468697,0.0631841878870916,5.8006270804987325,0.0004049830923058794,3.0115141890831487,8238,8238,8136
200,5,0.001,0.3180115329689944,-0.2297637925386682,-0.36076778369913387,-0.35740394996725966,0.2576464788774672,2.075974497613958,0.00040540235508057347,2.8866223435876783,8234,8234,8133
200,3,0.001,0.2582139340026834,-0.2263550729546413,-0.35504500307407216,-0.36028393225863264,0.10432584021008423,4.504706863321034,0.0004051489067463686,2.891601554848288,8236,8236,8135
200,2,0.001,0.21490095002092388,-0.20593156521838818,-0.3764200204693158,-0.4713871242529235,0.1152450498698479,4.440397901043823,0.0004050025815942007,2.868354735118244,8237,8237,8136
100,5,0.001,0.568412608971703,-0.32591815021924253,-0.5006631565230366,-0.5018558437063876,0.359735502228692,1.7927230482496823,0.00041204884918891155,2.8199674797959755,8334,8334,8233
100,3,0.001,0.505453060859704,-0.33357304954557576,-0.5438196846648717,-0.5511945696060965,0.17715155771952026,3.534484125503001,0.000415380079828392,2.8029575438604817,8336,8336,8235
100,2,0.001,0.4503726160673775,-0.2998914239639934,-0.5975706039910254,-0.5764127960528986,0.9999900259549168,5.303637163073003,0.0004148781921403918,2.7523907028059575,8337,8337,8236
100,1,0.001,0.34107359848642804,-0.37497927880183446,-0.6061027714239509,-0.5948757084599796,0.761993143406879,1.1533226249895474,0.0004149662899975689,2.7459821033881306,8338,8338,8237
60,5,0.001,0.7205049914452931,-0.3090413854875633,-0.6084266416746757,-0.602311015818439,0.4430193818735321,1.3697507500194326,0.0004091229577662676,2.7151725910060915,8374,8374,8273
30,5,0.001,0.8333254897616847,-0.3331576109159211,-0.6213707970352504,-0.6172773853286566,0.9999999872535166,2698.5529210212408,0.00040875292815808665,2.708790285013658,8404,8404,8303
60,3,0.001,0.6753894930564498,-0.33688336165045873,-0.675356691582399,-0.658782448164634,0.22039735216299206,3.4560116431620207,0.0004074653133972033,2.6499226579436073,8376,8376,8275
30,3,0.001,0.811610315794228,-0.39592148657094683,-0.707498994834941,-0.680247512428527,0.9999995543504553,116.24448842347535,0.0004084153464147691,2.6380222305963237,8406,8406,8305
30,5,1e-05,0.9652984137727824,-0.4277360064879223,-0.7584059713230809,-0.7256163673568949,0.9999999998802871,250973.8918460635,0.00040852331871090656,2.5996384896786613,8404,8404,8303
30,2,0.001,0.7890543288151244,-0.4174607024570136,-0.7361184990390137,-0.7365543560246566,0.9999999946624818,5791.412139125596,0.00040752242816793487,2.6107096025567538,8407,8407,8306
60,2,0.001,0.6302277506326043,-0.35930287584272125,-0.7625088187359146,-0.7629512079559879,0.897350251467136,0.9607144079120655,0.0004068831145949933,2.580177885925444,8377,8377,8276
30,5,0.0001,0.9637061933561734,-0.4423859780843211,-0.8316621456641795,-0.821309136082212,0.9999853316428384,3.379122466274319,0.00040856801462194303,2.547401271910858,8404,8404,8303
60,1,0.001,0.5320354330080559,-0.45874626412601893,-0.9209696008085899,-0.9049098068621881,0.9999995469238573,103.81443789362926,0.000406100175664234,2.4669516245736136,8378,8378,8277
60,5,1e-05,0.984302413319671,-0.5088702428653642,-0.9420098125224468,-0.9226743879398569,0.32818620692453065,1.9087488937938266,0.0004085755110970532,2.467691368043728,8374,8374,8273
30,2,1e-05,0.9651790926155721,-0.5672502018373058,-0.9986301708132757,-0.9718297375007878,0.9999999782166457,4298.855252790164,0.0004077276984111423,2.434449274563649,8407,8407,8306
60,5,0.0001,0.9803968899173607,-0.5128984326721251,-0.9927664991865361,-0.973522375669758,0.9999999913653558,3453.0577752909726,0.0004084490242421646,2.4353078885093113,8374,8374,8273
30,3,1e-05,0.965214833410148,-0.5108201230111087,-0.8967458178265895,-0.9888956833529239,0.999999989912819,3176.2846131788137,0.00040884354782237214,2.5055853615419132,8406,8406,8305
30,3,0.0001,0.9632553450688981,-0.5405679199069937,-0.9842220842331517,-1.050407567126142,0.9999998708260254,376.04812895536907,0.0004089495299296681,2.4503673728532274,8406,8406,8305
100,5,0.0001,0.9827465440664016,-0.6344123318319848,-1.0588454192593564,-1.066842731599852,0.47102167119256383,1.6282042066136302,0.0004122145192376495,2.4085098062477655,8334,8334,8233
100,5,1e-05,0.9908986777395783,-0.6451829415929342,-1.079590991503128,-1.067183063294988,0.9999999836193915,18886.666346479913,0.00041211425143210625,2.395883326631719,8334,8334,8233
