number,value,state,params_lambda,params_n_lags,params_window_size,user_attrs_kappa,user_attrs_kappa_tstat,user_attrs_r2_stage1,user_attrs_r2_stage2
191,0.003286785170606321,COMPLETE,0.0004640145811080311,16,10,0.052567257331428384,2.606976232413799,0.8727944501197294,0.003286785170606321
192,0.0031176197622222457,COMPLETE,0.0003952617119940398,16,10,0.05114704754225766,2.5350016297720956,0.8755065782144057,0.0031176197622222457
193,0.0007619693894892476,COMPLETE,0.000414555772998661,18,10,0.025671949860594578,1.2188908833626055,0.8747864619412471,0.0007619693894892476
194,0.0013108602922651258,COMPLETE,0.00035923156729045984,15,10,0.03424041286060145,1.6138825102358707,0.8767624057732367,0.0013108602922651258
195,0.00046109140797967463,COMPLETE,0.0005384129860693617,19,10,0.020430435196581193,0.9429387581751453,0.8694521334484486,0.00046109140797967463
196,0.0023958723833958917,COMPLETE,0.0003970811699815395,17,10,0.045333465088877756,2.207822431635615,0.8754510155201903,0.0023958723833958917
197,0.0006292782668160246,COMPLETE,0.00029964243029541993,18,10,0.02331732023751248,1.1049529740437158,0.8785243788692145,0.0006292782668160246
198,0.001960641547914199,COMPLETE,0.0008120629460209729,15,10,0.042466344422081206,1.9913568295928816,0.8525253876795454,0.001960641547914199
199,0.0023595797102864413,COMPLETE,0.0003850691046792462,17,10,0.04498116194839181,2.1901891112895493,0.8758805742879132,0.0023595797102864413
200,0.0014563822269871851,COMPLETE,0.0005588463178958025,14,10,0.03520221577250125,1.7033818869585284,0.8682378229878929,0.0014563822269871851
201,-6.562328458414868e-11,COMPLETE,0.0004852297102100659,14,80,4.075424430370126e-09,1.2678674927437308e-07,0.9291193188589025,-6.562328458414868e-11
202,-3.2878317846041227e-09,COMPLETE,0.0003250461274280676,11,20,3.8171277111690403e-08,1.4271748010010508e-06,0.9476192048534187,-3.2878317846041227e-09
203,0.0032991202463575897,COMPLETE,0.0004936775559390513,16,10,0.0526928393025397,2.6122158057606364,0.8714935242244908,0.0032991202463575897
204,0.001784712492112206,COMPLETE,0.0005234723853898418,15,10,0.039998999158026516,1.8949010863488083,0.8700711377106396,0.001784712492112206
205,-8.294414044485166e-10,COMPLETE,0.000492191091530243,19,20,9.783171512351953e-09,3.4413290011632815e-07,0.9393468265132381,-8.294414044485166e-10
206,-3.1229685504285953e-11,COMPLETE,0.0007330267726177957,18,20,3.0550889259812336e-10,1.058081599100518e-08,0.9202061272408217,-3.1229685504285953e-11
207,0.0012634384061109838,COMPLETE,0.0007052577083016397,18,10,0.0331553754690416,1.582146586796465,0.860121850371003,0.0012634384061109838
208,-1.7620031433907002e-08,COMPLETE,0.0005165454440418044,18,70,9.105226475030381e-07,2.7051766546153378e-05,0.9337936828740832,-1.7620031433907002e-08
209,0.0003838351585048194,COMPLETE,0.0008610759285283178,19,10,0.019062495844287233,0.8590822173539674,0.8493523369718452,0.0003838351585048194
210,2.352863113641579e-05,COMPLETE,0.000510166080153138,17,80,0.00681332445896229,0.20642312095616444,0.9264092418609154,2.352863113641579e-05
211,0.0016851928124744786,COMPLETE,0.00015759333129903585,17,10,0.037797552627372666,1.8365398994968845,0.8815561268967339,0.0016851928124744786
212,-3.0062330402813586e-10,COMPLETE,6.241653563861864e-05,16,350,4.204943324179555e-09,1.7463586705630244e-07,0.9911370725111729,-3.0062330402813586e-10
213,-2.3283153183228933e-11,COMPLETE,0.00015090364991224032,14,20,4.0402625616989133e-10,1.5455635425421496e-08,0.9537595966696932,-2.3283153183228933e-11
214,0.002616329630149572,COMPLETE,0.00029089121476945986,16,10,0.04678965911132388,2.3110810317350983,0.8788105441938234,0.002616329630149572
215,0.0006584603547338252,COMPLETE,0.00025371102558103767,14,10,0.023599560063435138,1.1313275098258395,0.8797591269409842,0.0006584603547338252
216,-8.965939102267839e-12,COMPLETE,7.472082893677412e-05,16,360,1.043032624856101e-10,4.229641919233152e-09,0.9874977614920679,-8.965939102267839e-12
217,0.0025141287350534114,COMPLETE,0.0002427535807426733,16,10,0.0457051833301211,2.262861152409448,0.8800007869196674,0.0025141287350534114
218,0.0006090453293066123,COMPLETE,0.00023087978063662627,18,10,0.022951557066109192,1.0866129058330505,0.8801936743896444,0.0006090453293066123
219,0.0020669392879916204,COMPLETE,0.0001600094238293773,16,10,0.04130911237336522,2.0419616070883473,0.8815495769127653,0.0020669392879916204
220,-1.4007106585722795e-10,COMPLETE,0.00033712905516799103,13,120,3.070734280976025e-09,1.0827294753636401e-07,0.9427744993753865,-1.4007106585722795e-10
221,-1.0168754727146734e-10,COMPLETE,0.000180377607201316,16,80,5.477026569682681e-09,1.8490701410246346e-07,0.9841679076284477,-1.0168754727146734e-10
222,0.00022034767141021483,COMPLETE,9.560146141997778e-05,17,90,0.01727891133801996,0.6362962315903236,0.991280449053746,0.00022034767141021483
223,-2.906122231749464e-09,COMPLETE,7.940401054927734e-05,17,80,2.1314233435185766e-07,7.2127483061934235e-06,0.9915811086003253,-2.906122231749464e-09
224,2.5487521360112453e-07,COMPLETE,8.958346854169526e-05,17,100,0.0006514803017900798,0.023357753052211726,0.9921602139072506,2.5487521360112453e-07
225,-5.475577768976336e-10,COMPLETE,0.00027739988272457107,13,70,1.472959667546075e-08,5.028588525932914e-07,0.9725682657478156,-5.475577768976336e-10
226,0.0006958380990472746,COMPLETE,1.4632499910166954e-05,1,20,0.023337917587404545,1.1655741145084235,0.9552178831895201,0.0006958380990472746
227,0.0032646968872903637,COMPLETE,0.0004469355208551761,16,10,0.05237980812283372,2.597665816654685,0.8735077943989638,0.0032646968872903637
228,0.001611069276066912,COMPLETE,0.00046012838733938075,15,10,0.03800530513317791,1.7964668457085142,0.8729397221909352,0.001611069276066912
229,-9.799972477964047e-08,COMPLETE,0.00034415121432288,16,20,1.631688255817991e-06,6.050488056897407e-05,0.9472195331339889,-9.799972477964047e-08
230,-2.1801603633520017e-08,COMPLETE,0.00038440830010531976,15,20,7.060420881770493e-07,2.650237040304073e-05,0.9451618086394895,-2.1801603633520017e-08
231,0.002522815140648671,COMPLETE,0.00045195475554277,17,10,0.04659799122562734,2.268729690282665,0.8733247282977498,0.002522815140648671
232,-1.1351530582182079e-07,COMPLETE,0.0011343365289175707,2,190,1.0827662471350383e-05,0.00018094496082947801,0.18059577880177427,-1.1351530582182079e-07
233,0.003446646217019178,COMPLETE,0.0006237135141862296,16,10,0.05418178386146502,2.674351762010692,0.8648693683517275,0.003446646217019178
234,-1.0001999228848035e-11,COMPLETE,0.0001772149691661129,1,230,9.073560174508545e-11,4.343982984230896e-09,0.599094580417124,-1.0001999228848035e-11
235,-5.297524641179052e-08,COMPLETE,0.0005683591994303018,16,70,1.3066982088580706e-06,3.882099026016159e-05,0.9200936516083281,-5.297524641179052e-08
236,0.001430782887601345,COMPLETE,0.0010884162382065318,18,10,0.03591820576352316,1.688698137260682,0.8297359804804503,0.001430782887601345
237,0.0014108069779970034,COMPLETE,0.001245894915174069,18,10,0.036036104784301276,1.677032813471537,0.8137408390615497,0.0014108069779970034
238,0.0029028920689406768,COMPLETE,0.0006426913457650521,17,10,0.0502121532280412,2.443417906578974,0.86386234358394,0.0029028920689406768
239,0.0011438789056262832,COMPLETE,0.0006286703767329334,18,10,0.03149063712490758,1.5027158105759368,0.8647006947453794,0.0011438789056262832
240,0.0014710522810129634,COMPLETE,0.0008512837376619978,18,10,0.035930976809389885,1.712353115353092,0.8499947533587147,0.0014710522810129634
241,0.0014602491508676207,COMPLETE,0.0008367810540584361,18,10,0.0357767429348982,1.7057684653124978,0.8510816807318086,0.0014602491508676207
242,0.0030528667237406104,COMPLETE,0.0007610892050233277,17,10,0.05168118992818846,2.509889730610781,0.8563928828350917,0.0030528667237406104
243,0.0028766874836687606,COMPLETE,0.0006228796971882388,17,10,0.04996455621986749,2.431691991207711,0.8649932619946042,0.0028766874836687606
244,-1.403742011518716e-09,COMPLETE,0.0005409314706250274,12,20,3.8871530886882904e-08,1.3779702899012472e-06,0.9345225912774495,-1.403742011518716e-09
245,-5.1830798097896036e-08,COMPLETE,0.0009102656543400068,15,80,3.946629268316551e-06,0.00010555224220087101,0.7964227435649238,-5.1830798097896036e-08
246,0.0013914536936194821,COMPLETE,0.0005201330927619416,14,10,0.03438646783047742,1.663506223136201,0.8701657797600716,0.0013914536936194821
247,0.0017883088910952694,COMPLETE,0.0005256995134724732,15,10,0.04004083043891417,1.8968954984664157,0.8699637302004959,0.0017883088910952694
248,0.0019785610060453207,COMPLETE,0.0008344820769476203,15,10,0.04271262606268878,2.0009628350674937,0.8508601236787309,0.0019785610060453207
249,0.00019348271773611536,COMPLETE,0.0006622917511070891,21,100,0.01956674086625582,0.5951974450503171,0.8652304726814332,0.00019348271773611536
250,0.00012865472352119323,COMPLETE,0.0002778801737018143,20,90,0.014243539805225346,0.48430391574276727,0.9713726931581594,0.00012865472352119323
251,-3.3744922411926837e-09,COMPLETE,0.0004134960285062761,19,80,2.980106590819845e-07,9.344466349635614e-06,0.9496343229956828,-3.3744922411926837e-09
252,0.001730206804517409,COMPLETE,0.0006303235963879924,15,10,0.03961471008771009,1.864926041318482,0.8644235311668294,0.001730206804517409
253,-1.2148397843247949e-09,COMPLETE,0.0008500722497756813,16,80,5.6421653631837966e-08,1.5413284893521413e-06,0.8211811860177498,-1.2148397843247949e-09
254,-7.270629964750697e-08,COMPLETE,0.0003721975580488632,20,60,1.1535945284622785e-05,0.0003501999944700341,0.9646072967881245,-7.270629964750697e-08
255,-2.1594372956457164e-09,COMPLETE,0.0003946957907353056,18,70,8.187303561657278e-08,2.5209775237737942e-06,0.9571560964801639,-2.1594372956457164e-09
256,-1.0917067472249187e-08,COMPLETE,0.0012110046297465061,15,80,8.208862680975754e-07,2.005549118013097e-05,0.6762962862230845,-1.0917067472249187e-08
257,0.0037502706805572217,COMPLETE,0.0012101544175655663,16,10,0.05860563005517464,2.8031015157262122,0.8169600940525449,0.0037502706805572217
258,0.0012046300249742847,COMPLETE,0.00025751394128622086,20,10,0.03279395624092544,1.5434206073229095,0.8795027477231838,0.0012046300249742847
259,0.003839586896866254,COMPLETE,0.0008058768852209793,16,10,0.05770334857844446,2.833814340098127,0.8531087009789259,0.003839586896866254
260,0.0007959356973581411,COMPLETE,0.0007541805450699508,21,10,0.02783551243791754,1.2475540274445651,0.8570966789214619,0.0007959356973581411
261,-2.743743010569233e-10,COMPLETE,0.0011085115216838241,20,50,3.026558029556328e-08,7.682566061173173e-07,0.8218915813224112,-2.743743010569233e-10
262,-3.8783431799416235e-08,COMPLETE,0.001484132119818441,19,70,4.589390576613037e-06,9.970326613431422e-05,0.6220031151192008,-3.8783431799416235e-08
263,0.0003672981126139341,COMPLETE,0.0013374478041034753,19,10,0.019254908601184027,0.8404688125562265,0.8038157458903241,0.0003672981126139341
264,0.0022227437490154323,COMPLETE,0.0016563026583738482,15,10,0.047749832548333225,2.132050221599536,0.7613478005269002,0.0022227437490154323
265,0.0037726195898273307,COMPLETE,0.0010461055077625261,16,10,0.05811549343063043,2.810066334680274,0.8332640765087976,0.0037726195898273307
266,0.002182665306330267,COMPLETE,0.0012427514494643469,15,10,0.04598200593423835,2.108888475055291,0.8131336147863008,0.002182665306330267
267,-2.765991879982721e-09,COMPLETE,8.426932297098594e-05,24,330,5.76164300138208e-08,2.1738660272792957e-06,0.9886128770807564,-2.765991879982721e-09
268,-4.4418158040571143e-10,COMPLETE,0.0010625173366224188,11,60,8.383409553286214e-09,2.2961003310574393e-07,0.7796451516076885,-4.4418158040571143e-10
269,-4.445902201943852e-08,COMPLETE,0.0012161253826670922,13,60,1.4454027796426301e-06,3.7693106092088124e-05,0.7372725287835328,-4.445902201943852e-08
270,-6.274365471625742e-10,COMPLETE,0.001723499882426637,13,60,1.926896753859749e-08,4.261063826478798e-07,0.5527485698360185,-6.274365471625742e-10
271,-2.217559025297078e-09,COMPLETE,0.00015077589958704127,18,250,5.185689142033829e-08,1.8886174012744676e-06,0.9732975807562858,-2.217559025297078e-09
272,1.6770425676937428e-05,COMPLETE,0.001512422811920347,16,40,0.0068023880837438985,0.17611714287462035,0.7374792221556133,1.6770425676937428e-05
273,0.001308293924176751,COMPLETE,0.001922260144182134,18,10,0.03631625878273637,1.6152629062060224,0.7234539288001134,0.001308293924176751
274,0.003842155818390758,COMPLETE,0.0008452526710677865,16,10,0.05786204493484378,2.835232382361869,0.8501923885299972,0.003842155818390758
275,0.0003492405590186376,COMPLETE,0.00198971343272169,19,10,0.019666689323374426,0.8198030576309701,0.713357818905435,0.0003492405590186376
276,0.00383128883381878,COMPLETE,0.0008283480784122526,16,10,0.057720239054112735,2.8307837310396238,0.8514607255368697,0.00383128883381878
277,0.0015560135650762863,COMPLETE,0.0009759772801495226,14,10,0.03724128405330333,1.764521227070948,0.8391306908182794,0.0015560135650762863
278,0.0014791652810774991,COMPLETE,0.0012955086523647524,14,10,0.037215389492777654,1.7201929619096663,0.8068956133802142,0.0014791652810774991
279,-3.2878233469091356e-10,COMPLETE,0.004189522771405909,1,320,0.5,,-0.001193214522002112,-3.2878233469091356e-10
280,0.0018824263276477904,COMPLETE,0.0008078885176985206,12,10,0.04222137646212266,1.9528683749588547,0.8521437224590459,0.0018824263276477904
281,-1.9231549686082872e-10,COMPLETE,0.005591888983557864,23,400,0.5,,-0.0009871597021309977,-1.9231549686082872e-10
282,-2.7601697594192842e-08,COMPLETE,0.0002350049069957577,25,240,9.790805219228344e-07,3.343239032473902e-05,0.9501645902772154,-2.7601697594192842e-08
283,-1.6303851380072842e-08,COMPLETE,0.0007182862765539655,13,70,8.081190461291384e-07,2.4379529332049233e-05,0.874862609848185,-1.6303851380072842e-08
284,-5.6071591814088606e-11,COMPLETE,0.0009757555602841187,16,70,2.2883551925366945e-09,5.9405899686088455e-08,0.800390480213545,-5.6071591814088606e-11
285,4.721701707877113e-05,COMPLETE,0.001162607865840415,16,50,0.010910906176427836,0.29603177683344717,0.7981150110186066,4.721701707877113e-05
286,-2.415112554388088e-11,COMPLETE,5.773604861032743e-05,25,330,3.364881204650594e-10,1.297308082784161e-08,0.9940383174634145,-2.415112554388088e-11
287,0.0030019460424854927,COMPLETE,0.0012446778045074535,17,10,0.05243974587880175,2.4908002417573174,0.8136207533576876,0.0030019460424854927
288,0.003840223610814264,COMPLETE,0.0008080442333678375,16,10,0.05771567103431011,2.8340857124430725,0.8529516582776772,0.003840223610814264
289,-5.447079232112628e-08,COMPLETE,0.000494335152390885,16,70,1.2912067360744926e-06,3.9106605528058855e-05,0.936693500873594,-5.447079232112628e-08
290,0.002111481190319453,COMPLETE,0.0010388734117434285,15,10,0.044665506828117506,2.0713581670971095,0.8336972206105067,0.002111481190319453
291,0.0020996373617965247,COMPLETE,0.0010193866506222442,15,10,0.04448877474067739,2.06515556413731,0.835486478455196,0.0020996373617965247
292,0.002136578593346705,COMPLETE,0.001065405716243631,15,10,0.044993580435461984,2.0843637851397085,0.8312120851681059,0.002136578593346705
293,0.003214562604523463,COMPLETE,0.0007981180150353388,17,10,0.052945375804864865,2.5792119550622505,0.8538082621779357,0.003214562604523463
294,0.0014419036510715522,COMPLETE,0.0009717889138122401,18,10,0.03580759980891677,1.6950753431879038,0.8402822324869691,0.0014419036510715522
295,-3.0957458818647865e-12,COMPLETE,0.0012716593704730353,18,20,3.0162652102223945e-11,9.84196482969923e-10,0.8543148603887296,-3.0957458818647865e-12
296,-7.538434543263861e-09,COMPLETE,0.000989138703546902,19,60,2.828740513720392e-06,7.427901966379461e-05,0.8276843608700203,-7.538434543263861e-09
297,-6.752875103543943e-08,COMPLETE,0.002591356573465587,17,70,2.2319762596694588e-05,0.000330270964143386,0.24224287226358968,-6.752875103543943e-08
298,-1.5999734870320026e-09,COMPLETE,1.1055699221272106e-05,13,310,2.3291299797461343e-08,1.0227606314228022e-06,0.9985191071528955,-1.5999734870320026e-09
299,-2.602522419792308e-09,COMPLETE,0.002130022262002792,17,70,8.692460827348317e-07,1.498219122415659e-05,0.3760371927521594,-2.602522419792308e-09
