number,value,state,params_lambda,params_n_lags,params_window_size,user_attrs_kappa,user_attrs_kappa_tstat,user_attrs_r2_stage1,user_attrs_r2_stage2
163,3.664972217065632e-05,COMPLETE,0.009481545211576518,15,20,0.018468822176260623,0.2651573837921822,-0.008147539483144287,3.664972217065632e-05
164,0.0023231437251286513,COMPLETE,0.0003772027261836541,17,10,0.04463743440723011,2.1723919088559693,0.8761549521064705,0.0023231437251286513
165,5.9527367347489424e-05,COMPLETE,0.0035071392712684424,19,90,0.03342676186235953,0.33585712697089476,0.06621243907486349,5.9527367347489424e-05
166,-1.0509281889170552e-07,COMPLETE,0.002511185365435264,18,20,1.3491097487546705e-06,3.798241453836825e-05,0.6129513552584112,-1.0509281889170552e-07
167,0.0007670869734553998,COMPLETE,0.004230534056729591,18,10,0.033554782516486165,1.232514691732182,0.3374010797665229,0.0007670869734553998
168,0.002113175805753209,COMPLETE,0.0022315417940466024,15,10,0.048540429764871655,2.0803228975164174,0.6699871630288473,0.002113175805753209
169,0.0032698934881552066,COMPLETE,0.003515055405230113,16,10,0.06604896869822909,2.6366894291457204,0.44873525593393404,0.0032698934881552066
170,0.002614885033900949,COMPLETE,0.0020280993106707094,17,10,0.05146442235534607,2.3216058977198366,0.7058617096036417,0.002614885033900949
171,0.002029354433633279,COMPLETE,0.007482667055342459,21,110,0.9536074255743612,40.90503132007612,-0.004258621517227744,0.002029354433633279
172,-3.525482128452495e-10,COMPLETE,0.009932052426080668,20,120,0.5,,-0.0039047456851741854,-3.525482128452495e-10
173,-3.4150460237469815e-13,COMPLETE,0.00717001215508317,18,130,0.5,,-0.0035908125269727554,-3.4150460237469815e-13
174,-9.135806289251036e-08,COMPLETE,0.0024246281135546902,15,30,4.9781876423675105e-06,0.00010884845495837719,0.5456165793985078,-9.135806289251036e-08
175,-3.7085988502383316e-08,COMPLETE,0.004174208311959837,16,20,9.280659341427721e-06,0.00022297932985957774,0.27908973877495874,-3.7085988502383316e-08
176,-4.609956860690545e-11,COMPLETE,0.0005801916182254378,18,20,4.473701009795848e-10,1.57263971586133e-08,0.9330431245444915,-4.609956860690545e-11
177,0.00218332464690707,COMPLETE,0.0012468349615972788,15,10,0.046001386054145506,2.109248903763073,0.8126871460284907,0.00218332464690707
178,0.003778393286203774,COMPLETE,0.0011065817550066912,16,10,0.058399681535583156,2.8130523940170518,0.8275097955560429,0.003778393286203774
179,0.00258887069653424,COMPLETE,0.0005045594590519387,17,10,0.04726326775675991,2.299923455357942,0.8710346438372089,0.00258887069653424
180,-2.1050849952075623e-10,COMPLETE,0.0004946056425746141,16,30,1.6011884740686956e-08,4.799309935310578e-07,0.9504272907651231,-2.1050849952075623e-10
181,-7.146667035939913e-09,COMPLETE,0.00109908829537851,16,30,4.0878933416356954e-07,1.1171790077063201e-05,0.8660494974312871,-7.146667035939913e-09
182,-2.3929702885894244e-08,COMPLETE,0.0007968979539730474,16,20,3.749484186794819e-07,1.3285540742937592e-05,0.9132908104368589,-2.3929702885894244e-08
183,0.002864457735486603,COMPLETE,0.0006055372741398484,17,10,0.049808223610190626,2.4261047125524122,0.8659552864297867,0.002864457735486603
184,0.0029734265627751055,COMPLETE,0.0006973346628647428,17,10,0.05091148923704132,2.474874047422789,0.8605662948295076,0.0029734265627751055
185,-6.370285121626296e-08,COMPLETE,0.000525030673091944,16,20,1.0523519070829309e-06,3.825072841321795e-05,0.9366888931137649,-6.370285121626296e-08
186,0.003667192709943534,COMPLETE,0.0007632903794414172,16,10,0.056389266840642306,2.7653234994512252,0.8561139151270278,0.003667192709943534
187,0.003137060011663362,COMPLETE,0.0009613219467530209,17,10,0.05272846607962983,2.54726265202013,0.8410366377610693,0.003137060011663362
188,0.002218417419487695,COMPLETE,0.0015378985306263092,15,10,0.04730189207732895,2.1289932911217337,0.7775130213165663,0.002218417419487695
189,0.0006112487922987908,COMPLETE,0.0002639782303994219,18,10,0.0229989472917671,1.0886410698647642,0.8794435025733577,0.0006112487922987908
190,-1.1543670463964872e-08,COMPLETE,0.0027854477680990717,12,90,6.012723928677864e-07,7.919579376213152e-06,0.11369379503219675,-1.1543670463964872e-08
