PERMNO	TICKER	COMNAM	PERMCO
77235	WTT	WIRELESS TELECOM GROUP INC	11157
77236	PHX	PANHANDLE OIL & GAS INC	11270
77239	OFC	CORPORATE OFFICE PROPERTIES TR	11276
77256	MSFG	MAINSOURCE FINANCIAL GROUP INC	11277
77259	AHPI	ALLIED HEALTHCARE PRODUCTS INC	11282
77262	TTES	T 3 ENERGY SERVICES INC	11284
77264	AMLN	AMYLIN PHARMACEUTICALS INC	11286
77271	SPNC	SPECTRANETICS CORP	11291
77274	GILD	GILEAD SCIENCES INC	11300
77279	ABAX	ABAXIS INC	11309
77281	WFMI	WHOLE FOODS MARKET INC	11310
77281	WFM	WHOLE FOODS MARKET INC	11310
77282	MSON	MISONIX INC	11304
77292	PDLI	P D L BIOPHARMA INC	11316
77300	SMG	SCOTTS MIRACLE GRO CO	11324
77302	SGL	STRATEGIC GLOBAL INCOME FUND INC	29422
77309	PFO	FLAHERTY & CRUMRINE PFD INC OPP	29442
77313	BMT	BLACKROCK INSURED MUNI TM TR INC	29431
77315	VIM	VAN KAMPEN TRUST INSURED MUNS	29446
77316	VGM	VAN KAMPEN TRUST INVEST GR MUNI	29447
77318	ITP	INTERTAPE POLYMER GROUP INC	29438
77327	ACFN	ACORN ENERGY INC	11335
77338	ROP	ROPER INDUSTRIES INC NEW	11344
77340	POWR	POWERSECURE INTERNATIONAL INC	11342
77347	IUSA	INFOGROUP INC	11353
77354	SCHL	SCHOLASTIC CORP	11358
77357	SNPS	SYNOPSYS INC	11361
77366	ELY	CALLAWAY GOLF CO	29432
77369	CRT	CROSS TIMBERS ROYALTY TRUST	29434
77377	SBI	WESTERN ASSET INTERMED MUNI FD	29444
77379	THFF	FIRST FINANCIAL CORP IN	11371
77393	BTIM	BIOTIME INC	11383
77393	BTX	BIOTIME INC	11383
77413	SCLN	SCICLONE PHARMACEUTICALS INC	11405
77415	NBTB	N B T BANCORP INC	11403
77418	TWX	TIME WARNER INC NEW	11412
77420	FRED	FREDS INC	11413
77421	LNCR	LINCARE HOLDINGS INC	11416
77425	USAK	U S A TRUCK INC	11415
77437	STEM	STEMCELLS INC	11432
77437	MBOT	MICROBOT MEDICAL INC	11432
77443	AERG	APPLIED ENERGETICS INC	11435
77447	ICUI	I C U MEDICAL INC	11440
77453	JACK	JACK IN THE BOX INC	25865
77458	FCO	ABERDEEN GLOBAL INCOME FD INC	29454
77460	PPR	I N G PRIME RATE TRUST	29462
77461	VCI	VALASSIS COMMUNICATIONS INC	29464
77462	M	MACYS INC	22856
77466	MYC	BLACKROCK MUNIYIELD CA FUND INC	29458
77467	MYF	BLACKROCK MUNIYIELD INVESTMNT FD	29459
77468	MYM	BLACKROCK MUNIYIELD MI INS FD II	29460
77469	MYN	BLACKROCK MUNIYIELD NY INSD FD	29461
77470	NXP	NUVEEN SELECT TAX FREE INC PORT	29465
77478	CBK	CHRISTOPHER AND BANKS CORP	11439
77481	EP	EL PASO CORP	22983
77486	UQM	U Q M TECHNOLOGIES INC	29472
77488	NTIC	NORTHERN TECHNOLOGIES INTL CORP	29468
77496	MHK	MOHAWK INDUSTRIES INC	11446
77501	NCS	N C I BUILDING SYSTEMS INC	11454
77502	PMRY	POMEROY I T SOLUTIONS INC	11453
77505	ASUR	FORGENT NETWORKS INC	11455
77507	HFFC	H F FINANCIAL CORP	11459
77515	KOPN	KOPIN CORP	11469
77516	MW	MENS WEARHOUSE INC	11470
77516	TLRD	TAILORED BRANDS INC	11470
77519	TRST	TRUSTCO BANK CORP NY	5926
77520	AGCO	A G C O CORP	11473
77526	RNST	RENASANT CORP	11479
77528	STBA	S & T BANCORP INC	11480
77530	SMRT	STEIN MART INC	11482
77545	ICA	EMPRESAS ICA S A DE C V	29475
77548	MYI	BLACKROCK MUNIYIELD INSURED FD	29479
77560	VTO	VITRO SOCIEDAD ANONIMA	29336
77569	APTO	APTOSE BIOSCIENCES INC	11401
77570	TGB	TASEKO MINES LTD	11431
77573	HQL	H & Q LIFE SCIENCES INVESTORS	29492
77575	MEDQ	MEDQUIST INC	11501
77576	ADVNB	ADVANTA CORP	7801
77582	VLNC	VALENCE TECHNOLOGY INC	11504
77584	BKE	BUCKLE INC	11506
77585	PNBC	PRINCETON NATIONAL BANCORP INC	11508
77590	VTJ	VAN KAMPEN TRUST INV GR NJ MUNIS	29500
77591	VTN	VAN KAMPEN TRUST INVESTMNT GR NY	29498
77595	ABFS	ARKANSAS BEST CORP DEL	11512
77595	ARCB	ARCBEST CORP	11512
77599	ADAT	AUTHENTIDATE HOLDING CORP	11515
77604	ALU	ALCATEL LUCENT	29487
77605	BSX	BOSTON SCIENTIFIC CORP	29489
77606	KSS	KOHLS CORP	29494
77607	MYJ	BLACKROCK MUNIYIELD NJ FUND INC	29495
77609	NXQ	NUVEEN SELECT TAX FREE INC PORT2	29496
77610	OLED	UNIVERSAL DISPLAY CORP	11522
77629	USPH	U S PHYSICAL THERAPY INC	11542
77630	DWCH	DATAWATCH CORP	11545
77637	FC	FRANKLIN COVEY CO	29506
77638	VMO	VAN KAMPEN MUNICIPAL OPPTY TR	29519
77643	FCF	FIRST COMMONWEALTH FINANCIAL COR	29505
77649	STE	STERIS CORP	11547
77659	BBBY	BED BATH & BEYOND INC	11558
77660	CACC	CREDIT ACCEPTANCE CORP	11561
77661	DHI	D R HORTON INC	11559
77668	ESRX	EXPRESS SCRIPTS INC	11569
77669	FINL	FINISH LINE INC	11565
77673	NYER	NYER MEDICAL GROUP INC	11568
77679	COLB	COLUMBIA BANKING SYSTEM INC	11576
77691	LDF	LATIN AMERICAN DISCOVERY FD INC	29509
77692	NXC	NUVEEN INSU CA SEL TF INC PORT	29511
77693	NXN	NUVEEN INSU NY SELE TF INC PORT	29512
77699	FCEL	FUELCELL ENERGY INC	11591
77702	SBUX	STARBUCKS CORP	11592
77722	TECUA	TECUMSEH PRODUCTS CO	4409
77729	TGA	TRANSGLOBE ENERGY CORP	6913
77730	TSN	TYSON FOODS INC	4620
77733	LMLP	L M L PAYMENT SYSTEMS INC	6106
77735	MEOH	METHANEX CORP	11530
77763	SPN	SUPERIOR ENERGY SERVICES INC	11606
77768	PX	PRAXAIR INC	29540
77776	CHN	CHINA FUND INC	29523
77778	FFSX	FIRST FEDERAL BANKSHARES INC DEL	16476
77780	CENT	CENTRAL GARDEN & PET CO	11617
77785	WIRE	ENCORE WIRE CORP	11621
77787	ZOLL	ZOLL MEDICAL CORP	11620
77790	STRS	STRATUS PROPERTIES INC	11600
77798	PNNW	PENNICHUCK CORP	11636
77804	LBF	D W S GLOBAL HIGH INC FND INC	29532
77806	MQY	BLACKROCK MUNIYIELD QUALITY FUND	29534
77807	NPM	NUVEEN PREMIUM INC MUNI FD 2 INC	29537
77808	NXR	NUVEEN SEL TAX FREE INC PORT 3	29538
77816	GCH	GREATER CHINA FUND INC	29529
77817	JFC	J F CHINA REGION FUND INC	29531
77818	MMU	WESTERN ASSET MANAGED MUNIS FUND	29533
77823	KMP	KINDER MORGAN ENERGY PARTNERS LP	29526
77827	BSP	AMERICAN STRATEGIC INCOME PT II	29546
77830	HITK	HI TECH PHARMACAL CO INC	11645
77855	FBN	FURNITURE BRANDS INTL INC	20987
77857	OHI	OMEGA HEALTHCARE INVESTORS INC	29554
77860	JEQ	JAPAN EQUITY FUND INC	29552
77862	LAYN	LAYNE CHRISTENSEN CO	11677
77865	CHIO	CHINA INSONLINE CORP	11678
77868	PRCP	PERCEPTRON INC	11679
77878	LTC	L T C PROPERTIES INC	29553
77889	FUNC	FIRST UNITED CORP	11691
77892	ESMC	ESCALON MEDICAL CORP	11697
77893	MDII	MDI INC	4663
77895	EQS	EQUUS TOTAL RETURN INC	29565
77897	ISLE	ISLE OF CAPRI CASINOS INC	11699
77898	CASB	CASCADE FINANCIAL CORP	11702
77900	CVU	C P I AEROSTRUCTURES INC	11705
77902	CAKE	CHEESECAKE FACTORY INC	11706
77910	NIM	NUVEEN SELECT MATURITIES MUN FD	29572
77917	ASGN	ON ASSIGNMENT INC	11713
77918	LFUS	LITTELFUSE INC	11709
77920	BLX	BANCO LATINOAMERICANO DE EXP SA	29577
77925	MQT	BLACKROCK MUNIYIELD QLTY FUND II	29571
77928	CCU	COMPANIA CERVECERIAS UNIDAS S A	11717
77967	CSAR	CARAUSTAR INDUSTRIES INC	11724
77971	EFII	ELECTRONICS FOR IMAGING INC	11729
77973	UNAM	UNICO AMERICAN CORP	4678
77976	MFE	MCAFEE INC	11735
77982	INMD	INTEGRAMED AMERICA INC	11738
78001	KEM	KEMET CORP	11757
78002	TRIB	TRINITY BIOTECH PLC	11755
78003	VTNR	VERTEX ENERGY INC	11758
78008	EPIC	EPICOR SOFTWARE CORP	11760
78009	SBIB	STERLING BANCSHARES INC	11767
78012	ISL	FIRST ISRAEL FUND INC	29605
78015	MTX	MINERALS TECHNOLOGIES INC	29610
78018	CPSS	CONSUMER PORTFOLIO SVCS INC	11764
78034	PDCO	PATTERSON COMPANIES INC	11778
78038	RDN	RADIAN GROUP INC	29602
78040	PPM	INVESTMENT GRADE MUN INC FD	29613
78044	UFI	UNIFI INC	4685
78045	MGA	MAGNA INTERNATIONAL INC	26268
78050	BAMM	BOOKS A MILLION INC	11785
78051	QCOR	QUESTCOR PHARMACEUTICALS INC	11786
78054	RIMG	RIMAGE CORP	11789
78054	QUMU	QUMU CORP	11789
78056	MCA	BLACKROCK MUNIYIELD CA INSD FUND	29697
78057	MFT	BLACKROCK MUNIYIELD INSUR INV FD	29695
78059	MIY	BLACKROCK MUNIYIELD MI INS FD IN	29700
78060	MJI	BLACKROCK MUNIYIELD NJ INSD FUND	29698
78061	MPA	BLACKROCK MUNIYIELD PENN INSD FD	29701
78062	ZOLT	ZOLTEK COMPANIES INC	11791
78066	NEOP	NEOPROBE CORP	11795
78066	NAVB	NAVIDEA BIOPHARMACEUTICALS INC	11795
78068	STLY	STANLEY FURNITURE CO NEW	8586
78071	BLTI	BIOLASE TECHNOLOGY INC	11801
78071	BIOL	BIOLASE INC	11801
78073	SATC	SATCON TECHNOLOGY CORP	11802
78077	KAI	KADANT INC	29710
78081	LGND	LIGAND PHARMACEUTICALS INC	11806
78082	SPCHB	SPORT CHALET INC	11811
78089	TCO	TAUBMAN CENTERS INC	29709
78091	GFRE	GULF RESOURCES INC	11807
78091	GURE	GULF RESOURCES INC	11807
78107	NAZ	NUVEEN AZ PREM INCOME MUN FD INC	29702
78109	NPC	NUVEEN INSURED CA PR INC MUN FD	29703
78137	CKH	SEACOR HOLDINGS INC	11865
78139	CPWR	COMPUWARE CORP	11860
78147	MNTG	M T R GAMING GROUP	11828
78156	HMSY	H M S HOLDINGS CORP	11871
78157	HTC	HUNGARIAN TELEPHONE & CABLE CORP	11883
78168	EZCH	EZCHIP SEMICONDUCTOR LTD	11808
78170	SM	ST MARY LAND & EXPLORATION CO	11857
78172	BBOX	BLACK BOX CORP DEL	11855
78179	MRVC	M R V COMMUNICATIONS INC	11834
78186	PQ	PETROQUEST ENERGY INC	11777
78189	PESI	PERMA FIX ENVIRONMENTAL SVCS INC	11830
78193	PMTI	PALOMAR MEDICAL TECHNOLOGIES INC	11874
78195	PVFC	P V F CAPITAL CORP	11888
78197	RSCR	RES CARE INC	11852
78200	SHFL	SHUFFLE MASTER INC	11831
78201	ATTU	ATTUNITY LTD	11867
78208	TRID	TRIDENT MICROSYSTEMS INC	11856
78209	TUTR	PLATO LEARNING INC	11880
78210	AHCI	ALLIED HEALTHCARE INTL INC	11829
78211	UVE	UNIVERSAL INSURANCE HOLDINGS INC	11862
78213	ULBI	ULTRALIFE CORP	11879
78216	VPS	VERMONT PURE HOLDINGS LTD NEW	11616
78216	CRVP	CRYSTAL ROCK HOLDINGS INC	11616
78217	VSCI	VISION SCIENCES INC DEL	11851
78217	CGNT	COGENTIX MEDICAL INC	11851
78223	AEM	AGNICO EAGLE MINES LTD	26174
78231	APAGF	APCO ARGENTINA INC CAYMAN ISL	26215
78236	ASM	AVINO SILVER & GOLD MINES LTD	26169
78388	VELC	VELCRO INDUSTRIES N V	26272
78405	RCI	ROGERS COMMUNICATIONS INC	26164
78418	STKL	SUNOPTA INC	26251
78432	ELRN	ELRON ELECTRONIC INDUSTRIES LTD	26254
78436	NGAS	NGAS RESOURCES INC	27301
78447	TARO	TARO PHARM INDUSTRIES LTD	5630
78451	OPY	OPPENHEIMER HOLDINGS INC	26284
78527	ORBK	ORBOTECH LTD	26261
78569	RADA	RADA ELECTRONIC INDUSTRIES LTD	26255
78629	TATTF	TAT TECHNOLOGIES LTD	26260
78629	TATT	TAT TECHNOLOGIES LTD	26260
78664	TDSC	3 D SYSTEMS CORP DEL	26127
78664	DDD	3 D SYSTEMS CORP DEL	26127
78688	QLTI	Q L T INC	28826
78688	NVLN	NOVELION THERAPEUTICS INC	28826
78690	CNIC	COPERNIC INC	26126
78693	UFCS	UNITED FIRE & CAS CO	4643
78694	QSND	QSOUND LABS INC	26130
78701	HWD	HARRY WINSTON DIAMOND CORP	26102
78701	DDC	DOMINION DIAMOND CORP	26102
78705	BNSO	BONSO ELECTRONICS INTL INC	26129
78741	GBG	GREAT BASIN GOLD LTD	29195
78749	UG	UNITED GUARDIAN INC	4690
78756	OFIX	ORTHOFIX INTERNATIONAL N V	11486
78759	SPNS	SAPIENS INTERNATIONAL CORP N V	11544
78763	COT	COTT CORP QUEBEC	29637
78798	NNF	NUVEEN INSURED NY PRE MUN FD INC	29728
78801	NMP	NUVEEN MI PRE INC MUN FD INC	29727
78804	STU	STUDENT LOAN CORP	29732
78810	NFL	NUVEEN INS FL PREM INC MUNI FD	29735
78811	NNJ	NUVEEN NEW JERSEY PR INC MUN FD	29725
78815	CEGE	CELL GENESYS INC	11915
78816	CHMP	CHAMPION INDUSTRIES INC	11905
78829	UMBF	U M B FINANCIAL CORP	4673
78836	CAPS	ORTHOLOGIC CORP	11922
78840	IACI	IAC INTERACTIVECORP	11901
78840	IAC	IAC INTERACTIVECORP	11901
78841	EGY	VAALCO ENERGY INC	11923
78852	DUC	DUFF & PHELPS UT & CORP BD TR IN	29739
78854	MNP	WESTERN ASSET MUNI PARTNERS FUND	29740
78855	HIF	WESTERN ASSET HIGH INCOME FD INC	29742
78858	WTU	WILLIAMS COAL SEAM GAS ROYALTY T	29745
78869	HEV	ENER1 INC	11977
78875	CREE	CREE INC	11946
78876	CRY	CRYOLIFE INC	11958
78877	CHK	CHESAPEAKE ENERGY CORP	11937
78881	CYBX	CYBERONICS INC	11952
78892	IEC	I E C ELECTRONICS CORP NEW	11963
78900	NATH	NATHANS FAMOUS INC NEW	11980
78903	PEBO	PEOPLES BANCORP INC	11950
78908	RCKY	ROCKY BRANDS INC	11934
78910	RMTR	RAMTRON INTERNATIONAL CORP	11964
78915	UEIC	UNIVERSAL ELECTRONICS INC	11960
78916	WPI	WATSON PHARMACEUTICALS INC	11965
78927	DDR	DEVELOPERS DIVERSIFIED RLTY CORP	29753
78932	BTF	BOULDER TOTAL RETURN FD INC	29761
78936	BKN	BLACKROCK INVEST QLTY MUNI TR IN	29749
78942	NPT	NUVEEN PREMIUM INC MUNI FD 4 INC	29760
78943	VFL	DELAWARE INV NAT MUNI INCOME FD	29764
78944	VMM	DELAWARE INVTS MINN MUNI INC II	29762
78945	VAZ	DELAWARE INVTS ARIZ MUN INC	29763
78947	ELS	EQUITY LIFESTYLE PROPERTIES INC	29758
78950	ALG	ALAMO GROUP INC	12025
78953	APSG	APPLIED SIGNAL TECHNOLOGY	12045
78955	AVID	AVID TECHNOLOGY INC	12009
78960	UAMY	UNITED STATES ANTIMONY CORP	4715
78963	CHS	CHICOS FAS INC	12036
78971	GILT	GILAT SATELLITE NETWORKS LTD	12044
78972	GYMB	GYMBOREE CORP	12053
78975	INTU	INTUIT INC	12011
78977	JAH	JARDEN CORP	12037
78981	LSTR	LANDSTAR SYSTEM INC	28858
78985	MAGS	MAGAL SECURITY SYSTEMS LTD	12032
78987	MCHP	MICROCHIP TECHNOLOGY INC	12027
78990	DEST	DESTINATION MATERNITY CORP	12014
78999	PSUN	PACIFIC SUNWEAR OF CA INC	12013
79006	SCON	SUPERCONDUCTOR TECHNOLOGIES INC	12000
79007	SCVL	SHOE CARNIVAL INC IN	12015
79013	SYBT	S Y BANCORP INC	12038
79019	UBCP	UNITED BANCORP INC OH	11981
79022	VICL	VICAL INC	12005
79025	RPRX	REPROS THERAPEUTICS INC	12040
79026	CHDN	CHURCHILL DOWNS INC	27849
79033	SGA	SAGA COMMUNICATIONS INC	29768
79034	CSP	AMERICAN STRATEGIC IN PT INC III	29772
79036	DDF	DELAWARE INVESTMENTS DIV & INCM	29778
79037	ETH	ETHAN ALLEN INTERIORS INC	29780
79038	NCL	NUVEEN INSURED CA PR INC MN FD 2	29790
79039	USEG	UNITED STATES ENERGY CORP WY	4722
79048	NMY	NUVEEN MARYLAND PREM INC MUN FD	29789
79049	NMT	NUVEEN MA PREM INC MUN FD	29783
79051	NPY	NUVEEN PA PR INC MUN FD 2	29784
79052	NPV	NUVEEN VIRGINIA PREM INC MUNI FD	29792
79057	ACE	ACE LTD NEW	29796
79065	RELV	RELIV INTERNATIONAL INC	29794
79066	GBR	NEW CONCEPT ENERGY INC	29298
79072	BANF	BANCFIRST CORP	12058
79080	CVBK	CENTRAL VIRGINIA BANKSHARES INC	12079
79089	FOSL	FOSSIL INC	12074
79094	JBL	JABIL CIRCUIT INC	12108
79103	ORLY	O REILLY AUTOMOTIVE INC	12097
79108	SANM	SANMINA SCI CORP	12083
79116	TCBK	TRICO BANCSHARES	12086
79121	WIND	WIND RIVER SYSTEMS INC	12084
79122	AMRN	AMARIN CORP PLC	12064
79129	GGP	GENERAL GROWTH PROPERTIES INC	29807
79131	MSL	MIDSOUTH BANCORP INC	29811
79133	ATR	APTARGROUP INC	29805
79134	MAF	PIMCO MUNICIPAL ADVANTAGE FD INC	29812
79138	MHY	WESTERN ASSET MANAGED HI INC FD	29809
79139	MVT	BLACKROCK MUNIVEST FUND II INC	29813
79145	RCL	ROYAL CARIBBEAN CRUISES LTD	29819
79150	ANIK	ANIKA THERAPEUTICS INC	12119
79159	CWEI	CLAYTON WILLIAMS ENERGY INC	12146
79166	GABC	GERMAN AMERICAN BANCORP INC	12139
79195	PERY	ELLIS PERRY INTERNATIONAL INC	12154
79198	TWI	TITAN INTERNATIONAL INC ILL	12147
79210	RGA	REINSURANCE GROUP OF AMERICA INC	29863
79212	XTO	X T O ENERGY INC	29842
79213	NTZ	NATUZZI S P A	29845
79221	NPG	NUVEEN GA PREMIUM INC MUN FD	29855
79222	NOM	NUVEEN MISSOURI PREM INC MUN FD	29858
79225	NTC	NUVEEN CT PREMIUM INCOME MUNI FD	29854
79226	NNC	NUVEEN NC PREMIUM INCOME MUNI FD	29857
79229	PMO	PUTNAM MUNICIPAL OPPTYS TR	29862
79230	ARK	BLACKROCK SENIOR HIGH INC FD INC	29865
79233	HR	HEALTHCARE REALTY TRUST INC	29844
79234	MAD	MADECO S A	29847
79235	AKR	ACADIA REALTY TRUST	29848
79236	PIF	INSURED MUNICIPAL INCOME FUND	29859
79236	SPE	SPECIAL OPPORTUNITIES FD INC	29859
79237	RIG	TRANSOCEAN LTD	29866
79238	SKT	TANGER FACTORY OUTLET CENTERS IN	29867
79240	RNY	BLACKROCK NY INV QLTY MN TR INC	29837
79241	RFA	BLACKROCK INV QUAL MUNI TR	29835
79242	RNJ	BLACKROCK NJ INV QLTY MN TR INC	29836
79243	RAA	BLACKROCK CA INV QLTY MUN TR INC	29838
79244	USG	U S G CORP	21800
79247	ALDA	ALDILA INC	12181
79248	ARGN	AMERIGON INC	12194
79248	THRM	AMERIGON INC	12194
79249	BBSI	BARRETT BUSINESS SERVICES INC	12197
79251	BELM	BELL MICROPRODUCTS INC	12202
79259	DPTR	DELTA PETROLEUM CORP	12195
79262	EGLS	ELECTROGLAS INC	12234
79265	FLIR	FLIR SYSTEMS INC	12214
79267	CXPO	CRIMSON EXPLORATION INC	12183
79280	LINK	INTERLINK ELECTRONICS INC	12178
79299	PZZA	PAPA JOHNS INTL INC	12185
79303	USTR	UNITED STATIONERS INC	5203
79303	ESND	ESSENDANT INC	5203
79307	SHLO	SHILOH INDUSTRIES INC	12240
79313	WAYN	WAYNE SAVINGS BANCSHARES INC NEW	12221
79315	CHKE	CHEROKEE INC DEL NEW	10962
79322	NSYS	NORTECH SYSTEMS INC	29244
79323	ALL	ALLSTATE CORP	29870
79325	XAA	AMERICAN MUNICIPAL INC PORT INC	29872
79326	BCT	BLACKROCK BROAD INV GRD 2009 TRM	29873
79329	EMD	WESTERN ASSET EMER MKT INC FD IN	29876
79336	LBY	LIBBEY INC	29883
79338	SGMS	SCIENTIFIC GAMES CORP	7195
79340	MXA	MINNESOTA MUNICIPAL INC PORT INC	29886
79341	NCU	NUVEEN CA PREM INC MUN FD	29887
79356	VCV	VAN KAMPEN CA VALUE MUNI INC TR	29901
79358	VMV	VAN KAMPEN MA VAL MUN INC TR	29903
79360	VPV	VAN KAMPEN PA VALUE MUNI INC TR	29905
79362	YPF	Y P F SOCIEDAD ANONIMA	29907
79363	AZN	ASTRAZENECA PLC	29908
79365	RINO	RINO INTERNATIONAL CORP	12287
79382	FDEF	FIRST DEFIANCE FINANCIAL CORP	12289
79390	GTCB	G T C BIOTHERAPEUTICS INC	12265
79399	KTEC	KEY TECHNOLOGY INC	12304
79411	PETM	PETSMART INC	12305
79417	RURL	RURAL METRO CORP	12280
79427	NYFX	NYFIX INC	12249
79436	RC	GRUPO RADIO CENTRO S A B DE C V	29917
79442	SIM	GRUPO SIMEC S A B DE C V	29916
79444	SGY	STONE ENERGY CORP	29930
79446	COY	BLACKROCK CORP HIGH YLD FD INC	29915
79447	MSD	MORGAN STANLEY EMRG MKTS FD INC	29921
79448	MUA	BLACKROCK MUNIASSETS FUND INC	29922
79449	PPS	POST PROPERTIES INC	29928
79452	CPT	CAMDEN PROPERTY TRUST	29911
79454	NPX	NUVEEN INSURED PR INC MUNI FD 2	29925
79456	VCF	DELAWARE INVESTS COLO MUN INC FD	29934
79457	MHE	MASSACHUSETTS HEALTH & ED T E TR	29919
79461	AWF	ALLIANCEBERNSTEIN GLBL HIGH INC	29910
79464	SHI	SINOPEC SHANGHAI PETRO CO LTD	29929
79467	ACTL	ACTEL CORP	12321
79472	ATRM	AETRIUM INC	12345
79474	LBIX	LEADING BRANDS INC	12319
79490	FLL	FULL HOUSE RESORTS INC	12346
79491	WINA	WINMARK CORP	12378
79499	INOD	INNODATA ISOGEN INC	12347
79502	LNY	LANDRYS RESTAURANTS INC	12369
79507	MCRI	MONARCH CASINO & RESORT INC	12339
79516	OXGN	OXIGENE INC	12379
79516	MATN	MATEON THERAPEUTICS INC	12379
79519	FSIN	FUSHI COPPERWELD INC	12338
79528	SPSS	SPSS INC	12366
79529	TGIS	THOMAS GROUP INC	12367
79545	BWA	BORGWARNER INC	29936
79547	EQR	EQUITY RESIDENTIAL	29940
79558	BFS	SAUL CENTERS INC	29951
79561	PCM	P C M FUND INC	29947
79564	ARRS	ARRIS GROUP INC	12407
79568	ASYT	ASYST TECHNOLOGIES INC	12417
79571	CASH	META FINANCIAL GROUP INC	12412
79573	UUU	UNIVERSAL SECURITY INSTRS INC	4721
79580	DYII	DYNACQ HEALTHCARE INC	12400
79584	VIST	V I S T FINACIAL CORP	12397
79586	FTEK	FUEL TECH INC	12390
79588	GMCR	GREEN MOUNTAIN COFFEE ROASTERS I	12415
79607	MNC	MONACO COACH CORP	12429
79611	MOV	MOVADO GROUP INC	27626
79618	PZZI	PIZZA INN INC NEW	12384
79618	RAVE	RAVE RESTAURANT GROUP INC	12384
79628	UTEK	ULTRATECH INC	12440
79636	GSS	GOLDEN STAR RESOURCES LTD	29964
79637	UHS	UNIVERSAL HEALTH SERVICES INC	4655
79643	SLA	AMERICAN SELECT PORTFOLIO INC	29954
79644	KOF	COCA COLA FEMSA S A B DE C V	29958
79646	RFI	COHEN & STEERS TOTAL RT RL FD IN	29959
79654	CLP	COLONIAL PROPERTIES TRUST	29960
79660	OKS	ONEOK PARTNERS L P	29973
79663	SQM	SOCIEDAD QUIMICA & MINERA CHL SA	29979
79665	TEI	TEMPLETON EMERG MKTS INC FD	29981
79666	TLF	TANDY LEATHER FACTORY INC	29969
79667	BKS	BARNES & NOBLE INC	29955
79668	BDC	BELDEN INC NEW	29956
79671	GHI	GLOBAL HIGH INCOME FUND INC	29963
79672	ZLC	ZALE CORP NEW	12317
79676	ALDN	ALADDIN KNOWLEDGE SYSTEMS LTD	12468
79678	ATVI	ACTIVISION BLIZZARD INC	12499
79686	DECK	DECKERS OUTDOOR CORP	12484
79689	SDIX	STRATEGIC DIAGNOSTICS INC	12495
79698	IT	GARTNER INC	12457
79702	PTN	PALATIN TECHNOLOGIES INC	12516
79703	ISV	INSITE VISION INC	12489
79704	ISO	I S C O INTL INC	12507
79712	LNET	LODGENET INTERACTIVE CORP	12478
79721	MTMC	M T M TECHNOLOGIES INC	12508
79724	OMG	O M GROUP INC	12473
79730	PRE	PARTNERRE LTD	12521
79731	QCRH	Q C R HOLDINGS INC	12462
79734	RVSB	RIVERVIEW BANCORP INC	12503
79740	TGIC	TRIAD GUARANTY INC	12500
79747	UBSH	UNION BANKSHARES CORP	12461
79756	VKI	VAN KAMPEN ADV MUN INCOME TR II	30016
79758	BYD	BOYD GAMING CORP	29992
79765	ADF	A C M MANAGED DOLLAR INCM FD INC	29989
79767	ENI	ENERSIS S A	30000
79767	ENIA	ENERSIS AMERICAS S A	30000
79769	GDF	WESTERN ASSET GLOBAL PTRS INC FD	30001
79770	LXP	LEXINGTON REALTY TRUST	30004
79776	UTMD	UTAH MEDICAL PRODUCTS INC	5705
79777	CBL	C B L & ASSOCIATES PPTYS INC	29993
79782	REG	REGENCY CENTERS CORP	30011
79785	NVR	N V R INC	21242
79790	NYNY	EMPIRE RESORTS INC	12543
79791	CNTY	CENTURY CASINOS INC	12557
79795	ASCA	AMERISTAR CASINOS INC	12549
79796	AF	ASTORIA FINANCIAL CORP	12591
79797	ASY	ELECSYS CORP	12620
79797	ESYS	ELECSYS CORP	12620
79799	ATMI	ATMI INC	12606
79802	HOLL	HOLLYWOOD MEDIA CORP	12567
79824	FFIN	FIRST FINANCIAL BANKSHARES INC	12525
79828	FSNM	FIRST STATE BANCORPORATION	12531
79839	ITRI	ITRON INC	12539
79841	FWRD	FORWARD AIR CORP	12577
79846	MACE	MACE SECURITY INTL INC	12564
79847	MATK	MARTEK BIOSCIENCES CORP	12604
79850	PGIC	PROGRESSIVE GAMING INTL CORP	12589
79851	OSBC	OLD SECOND BANCORP INC	12561
79853	PAL	NORTH AMERICAN PALLADIUM LTD	12603
79857	PTEN	PATTERSON U T I ENERGY INC	12530
79859	NYB	NEW YORK COMMUNITY BANCORP INC	12608
79859	NYCB	NEW YORK COMMUNITY BANCORP INC	12608
79862	ROCK	GIBRALTAR INDUSTRIES INC	12541
79864	VSEC	V S E CORP	5653
79866	SCHN	SCHNITZER STEEL INDUSTRIES INC	12574
79878	UFPI	UNIVERSAL FOREST PRODUCTS INC	12553
79879	JDSU	J D S UNIPHASE CORP	12583
79879	VIAV	VIAVI SOLUTIONS INC	12583
79881	URBN	URBAN OUTFITTERS INC	12546
79884	WMAR	WEST MARINE INC	12599
79885	WVFC	WVS FINANCIAL CORP	12618
79891	GRR	ASIA TIGERS FUND INC	30022
79893	AEC	ASSOCIATED ESTATES REALTY CORP	30023
79895	BFR	BBVA BANCO FRANCES SA	30025
79898	CFK	C E FRANKLIN LTD	30028
79903	HHS	HARTE HANKS INC	30030
79906	INCY	INCYTE CORP	30033
79907	KEF	KOREA EQUITY FUND INC	30034
79909	MHO	M I HOMES INC	30036
