PERMNO	TICKER	COMNAM	PERMCO
15452	EVH	EVOLENT HEALTH INC	55326
15453	HTUS	EXCHANGE TRADED CONCEPTS TR	53297
15454	GKOS	GLAUKOS CORP	55327
15455	GNL	GLOBAL NET LEASE INC	55328
15456	FL	FOOT LOCKER INC	21936
15457	ATRO	ASTRONICS CORP	397
15458	HHDG	HIGHLAND FUNDS I	54264
15459	DRVN	HIGHLAND FUNDS I	54264
15460	HHFR	HIGHLAND FUNDS I	54264
15461	IVLU	ISHARES TRUST	37493
15462	ISZE	ISHARES TRUST	37493
15463	SPUN	MARKET VECTORS E T F TRUST	50699
15466	MCRN	MILACRON HOLDINGS CORP	55331
15467	TPYP	MONTAGE MANAGERS TRUST	55332
15468	HGJP	PROSHARES TRUST	50846
15469	HGEU	PROSHARES TRUST	50846
15470	HBZ	PROSHARES TRUST	50846
15471	HBU	PROSHARES TRUST	50846
15474	SOP	PROSHARES TRUST	50846
15475	UOP	PROSHARES TRUST	50846
15476	HFEZ	SPDR INDEX SHARES FUNDS	43629
15477	THW	TEKLA WORLD HEALTHCARE FUND	55334
15478	TRU	TRANSUNION	55335
15479	FCFI	TRIMTABS ETF TRUST	55336
15482	UNVR	UNIVAR INC	55337
15483	HDLS	WISDOMTREE TRUST	50852
15484	DXUS	WISDOMTREE TRUST	50852
15485	XTLY	XACTLY CORP	55338
15486	AXON	AXOVANT SCIENCES LTD	55339
15487	GNRT	GENER8 MARITIME INC	55340
15488	PYPL	PAYPAL HOLDINGS INC	55341
15489	BNED	BARNES & NOBLE EDUCATION INC	55342
15490	LITE	LUMENTUM HOLDINGS INC	55343
15491	AEMD	AETHLON MEDICAL INC	55344
15492	ALTY	GLOBAL X FUNDS	53120
15493	AQMS	AQUA METALS INC	55345
15494	BUFF	BLUE BUFFALO PET PRODUCTS INC	55346
15495	CDL	COMPASS E M P FUNDS	54950
15496	CFMS	CONFORMIS INC	55347
15497	CHMA	CHIASMA INC	55348
15498	CIBR	FIRST TRUST E T F II	52262
15503	CSA	COMPASS E M P FUNDS	54950
15504	CSB	COMPASS E M P FUNDS	54950
15505	CUBN	COMMERCE UNION BANCSHARES INC	55349
15506	CYRX	CRYOPORT INC	55350
15507	DNAI	PRONAI THERAPEUTICS INC	55351
15507	SRRA	SIERRA ONCOLOGY INC	55351
15508	EPIX	ESSA PHARMA INC	55353
15509	EQFN	EQUITABLE FINANCIAL CORP	55354
15510	EYEG	EYEGATE PHARMACEUTICALS INC	55355
15514	FCFP	FIRST COMMUNITY FINL PTNRS INC	55356
15523	GLBL	TERRAFORM GLOBAL INC	55357
15525	GPIA	GP INVESTMENTS ACQUISITION CORP	55273
15525	RMNI	RIMINI STREET INC	55273
15526	HLG	HAILIANG EDUCATION GROUP INC	55360
15527	LOB	LIVE OAK BANCSHARES INC	55361
15530	MCFT	M C B C HOLDINGS INC	55362
15531	NEOS	NEOS THERAPEUTICS INC	55363
15532	NIHD	N I I HOLDINGS INC	43910
15533	NK	NANTKWEST INC	55364
15534	NTRA	NATERA INC	55365
15535	OLLI	OLLIES BARGAIN OUTLET HLD INC	55366
15537	ALOT	ASTRO MEDICAL INC NEW	5225
15538	PGLC	PERSHING GOLD CORP	55367
15539	PVBC	PROVIDENT BANCORP INC	55368
15540	RILY	B RILEY FINANCIAL INC	55369
15541	RPD	RAPID7 INC	55370
15542	VTVT	V T V THERAPEUTICS INC	55371
15543	XELB	XCEL BRANDS INC	55373
15547	PUTX	ALPS E T F TRUST	53005
15548	SLOW	ALPS E T F TRUST	53005
15549	SLDR	ALPS E T F TRUST	53005
15550	CNXC	C N X COAL RESOURCES LP	55374
15550	CCR	CONSOL COAL RESOURCES LP	55374
15551	KLEM	EXCHANGE LISTED FUNDS TRUST	54446
15553	ATG	A G L RESOURCES INC	116
15553	AGL	A G L RESOURCES INC	116
15553	GAS	A G L RESOURCES INC	116
15554	KLDW	EXCHANGE LISTED FUNDS TRUST	54446
15555	BDAT	FACTORSHARES TRUST	54260
15555	BIGD	FACTORSHARES TRUST	54260
15556	IPAY	FACTORSHARES TRUST	54260
15557	OUSA	F Q F TRUST	53878
15558	HFXJ	INDEXIQ E T F TRUST	53127
15559	HFXE	INDEXIQ E T F TRUST	53127
15560	RSH	RADIOSHACK CORP	21711
15562	HFXI	INDEXIQ E T F TRUST	53127
15563	CLYH	ISHARES U S ETF TRUST	54364
15564	EMBH	ISHARES U S ETF TRUST	54364
15565	HAUD	ISHARES TRUST	37493
15566	HEWC	ISHARES TRUST	37493
15567	HHYX	ISHARES TRUST	37493
15568	HEWW	ISHARES TRUST	37493
15569	HEWP	ISHARES TRUST	37493
15570	HEWI	ISHARES TRUST	37493
15571	HSCZ	ISHARES TRUST	37493
15572	HAWX	ISHARES TRUST	37493
15573	HACW	ISHARES TRUST	37493
15574	HEWU	ISHARES TRUST	37493
15575	HEWL	ISHARES TRUST	37493
15576	HEWY	ISHARES TRUST	37493
15577	JP	JUPAI HOLDINGS LTD	55375
15578	MOTI	MARKET VECTORS E T F TRUST	50699
15579	TXN	TEXAS INSTRUMENTS INC	21737
15580	AAME	ATLANTIC AMERICAN CORP	5
15581	JHY	NUVEEN HIGH INC 2020 TRGT TM FD	55376
15582	OOMA	OOMA INC	55377
15583	YLD	PRINCIPAL EXCHANGE TRADED FUNDS	55378
15584	SRG	SERITAGE GROWTH PROPERTIES	55333
15585	TDOC	TELADOC INC	55379
15586	TIER	TIER REIT INC	55380
15590	UFAB	UNIQUE FABRICATING INC	55381
15591	USWD	WISDOMTREE TRUST	50852
15591	WEXP	WISDOMTREE TRUST	50852
15592	USSD	WISDOMTREE TRUST	50852
15592	WUSA	WISDOMTREE TRUST	50852
15593	AGGY	WISDOMTREE TRUST	50852
15594	HDWM	WISDOMTREE TRUST	50852
15597	GNK	GENCO SHIPPING & TRADING LTD	47018
15598	CCP	CARE CAPITAL PROPERTIES INC	55382
15599	BETR	AMPLIFY SNACK BRANDS INC	55383
15600	DBSP	D B X ETF TRUST	53807
15601	DBIT	D B X ETF TRUST	53807
15601	GRMY	D B X ETF TRUST	53807
15602	DBSE	D B X ETF TRUST	53807
15603	DBAU	D B X ETF TRUST	53807
15604	DBES	D B X ETF TRUST	53807
15605	HDAW	D B X ETF TRUST	53807
15606	HDEZ	D B X ETF TRUST	53807
15607	HDEE	D B X ETF TRUST	53807
15610	HDEF	D B X ETF TRUST	53807
15611	JPNH	D B X ETF TRUST	53807
15612	WDRW	DIREXION SHARES E T F TRUST	53101
15613	DPST	DIREXION SHARES E T F TRUST	53101
15614	CLAW	DIREXION SHARES E T F TRUST	53101
15615	NAIL	DIREXION SHARES E T F TRUST	53101
15618	NFLT	ETFIS SERIES TRUST I	55045
15619	OAPH	F Q F TRUST	53878
15620	OASI	F Q F TRUST	53878
15621	OEUH	F Q F TRUST	53878
15622	OEUR	F Q F TRUST	53878
15623	HLI	HOULIHAN LOKEY INC	55384
15626	CRAK	MARKET VECTORS E T F TRUST	50699
15627	PLNT	PLANET FITNESS INC	55386
15628	EWRE	RYDEX E T F TRUST	44040
15629	VTEB	VANGUARD MUNICIPAL BOND FUNDS	55388
15630	AIMT	AIMMUNE THERAPEUTICS INC	55389
15634	CID	COMPASS E M P FUNDS	54950
15635	CIL	COMPASS E M P FUNDS	54950
15636	CNFR	CONIFER HOLDINGS INC	55391
15637	ELEC	ELECTRUM SPECIAL ACQ CORP	55309
15638	GBT	GLOBAL BLOOD THERAPEUTICS INC	55393
15639	GPAC	GLOBAL PARTNER ACQ CORP	55358
15642	NTEC	INTEC PHARMA LTD	55395
15643	RUN	SUNRUN INC	55396
15644	SITO	S I T O MOBILE LTD	55397
15645	SKLN	SKYLINE MEDICAL INC	55398
15646	ZYNE	ZYNERBA PHARMACEUTICALS INC	55399
15647	FLOW	S P X FLOW INC	55400
15648	JAX	J ALEXANDERS HOLDINGS INC	55401
15649	MSG	MADISON SQUARE GARDEN CO NEW	55402
15650	PJT	P J T PARTNERS INC	55403
15651	CSWI	C S W INDUSTRIAL INC	55404
15652	EACQ	EASTERLY ACQUISITION CORP	55352
15653	GYRO	GYRODYNE LLC	55407
15654	DSKE	DASEKE INC	55359
15655	LKOR	FLEXSHARES TRUST	53875
15656	NBRV	NABRIVA THERAPEUTICS PLC	55408
15657	QLC	FLEXSHARES TRUST	53875
15658	RGNX	REGENXBIO INC	55410
15662	STAF	STAFFING 360 SOLUTIONS INC	55411
15663	UTES	ETFIS SERIES TRUST I	55045
15664	WYIG	J M GLOBAL HOLDING CO	55372
15665	CRHM	C R H MEDICAL CORP	55412
15666	VAMO	CAMBRIA E T F TRUST	54386
15667	WYE	WYETH	20086
15669	PILS	DIREXION SHARES E T F TRUST	53101
15670	PILL	DIREXION SHARES E T F TRUST	53101
15671	HAKD	DIREXION SHARES E T F TRUST	53101
15672	HAKK	DIREXION SHARES E T F TRUST	53101
15673	XCEM	E G A EMERGING GLOBAL SHARES TR	53146
15674	FDEU	FIRST TR DYNAMIC EURO EQ INC FD	55414
15677	GEM	GOLDMAN SACHS E T F TRUST	55415
15678	GSLC	GOLDMAN SACHS E T F TRUST	55415
15679	QGTA	INDEXIQ E T F TRUST	53127
15680	KSA	ISHARES TRUST	37493
15681	IBMK	ISHARES TRUST	37493
15682	IBMJ	ISHARES TRUST	37493
15685	JPUS	J P MORGAN E T F TRUST	54917
15686	JHML	JOHN HANCOCK E T F TRUST	55416
15687	JHMM	JOHN HANCOCK E T F TRUST	55416
15688	JHMC	JOHN HANCOCK E T F TRUST	55416
15689	JHMF	JOHN HANCOCK E T F TRUST	55416
15690	JHMH	JOHN HANCOCK E T F TRUST	55416
15693	JHMT	JOHN HANCOCK E T F TRUST	55416
15694	PEN	PENUMBRA INC	55417
15695	EUDV	PROSHARES TRUST	50846
15696	SPXT	PROSHARES TRUST	50846
15697	SPXV	PROSHARES TRUST	50846
15698	SPXN	PROSHARES TRUST	50846
15699	SPXE	PROSHARES TRUST	50846
15700	HDWX	SPDR INDEX SHARES FUNDS	43629
15701	HREX	SPDR INDEX SHARES FUNDS	43629
15702	LIVN	LIVANOVA PLC	55450
15703	FDC	FIRST DATA CORP NEW	55419
15707	HPE	HEWLETT PACKARD ENTERPRISE CO	55421
15708	NRE	NORTHSTAR REALTY EUROPE CORP	55422
15709	ACBI	ATLANTIC CAPITAL BANCSHARES INC	55423
15710	EXTN	EXTERRAN CORP	55424
15711	AFCO	AMERICAN FARMLAND CO	55425
15714	CNHX	C S O P ETF TRUST	55203
15715	HAHA	C S O P ETF TRUST	55203
15716	BSJN	CLAYMORE E T F TRUST	51187
15717	BSCP	CLAYMORE E T F TRUST	51187
15718	ASHX	D B X ETF TRUST	53807
15719	FCPT	FOUR CORNERS PROPERTY TRUST INC	55426
15720	EIX	EDISON INTERNATIONAL	21543
15721	ATW	ATWOOD OCEANICS INC	403
15722	HJPX	ISHARES TRUST	37493
15723	KLDX	KLONDEX MINES LTD	55427
15724	PFGC	PERFORMANCE FOOD GROUP CO	55428
15725	SPMO	POWERSHARES E T F TRUST II	52902
15726	SPVU	POWERSHARES E T F TRUST II	52902
15727	FXJP	POWERSHARES E T F TRUST II	52902
15728	FXEP	POWERSHARES E T F TRUST II	52902
15729	PSTG	PURE STORAGE INC	55429
15730	XINA	SPDR INDEX SHARES FUNDS	43629
15731	SPYD	SPDR SERIES TRUST	39147
15732	XLRE	SELECT SECTOR SPDR TRUST	34957
15733	XLFS	SELECT SECTOR SPDR TRUST	34957
15734	MPSX	MULTI PACKAGING SOL INTL LTD	55430
15735	RACE	FERRARI N V	55431
15774	ABTX	ALLEGIANCE BANCSHARES INC	55451
15775	ACRS	ACLARIS THERAPEUTICS INC	55452
15776	AVXL	ANAVEX LIFE SCIENCES CORP	55453
15777	BITE	FACTORSHARES TRUST	54260
15778	CNCR	E T F SERIES SOLUTIONS	54066
15779	CTMX	CYTOMX THERAPEUTICS INC	55456
15780	DMTX	DIMENSION THERAPEUTICS INC	55457
15781	DWTR	POWERSHARES E T F TRUST II	52902
15782	WSC	WILLSCOT CORP	55406
15783	ECAC	E COMPASS ACQUISITION CORP	55392
15784	EDGE	EDGE THERAPEUTICS INC	55458
15785	GRSH	GORES HOLDINGS INC	55394
15785	TWNK	HOSTESS BRANDS INC	55394
15786	IOTS	ADESTO TECHNOLOGIES CORP	55459
15787	MIRN	MIRNA THERAPEUTICS INC	55461
15787	SYBX	SYNLOGIC INC	55461
15788	MYOK	MYOKARDIA INC	55462
15789	NVCR	NOVOCURE LTD	55463
15790	OASM	OASMIA PHARMACEUTICAL A B	55464
15791	PAAC	PACIFIC SPECIAL ACQUISITION CORP	55465
15791	BRQS	BORQS TECHNOLOGIES INC	55465
15792	PACE	PACE HOLDINGS CORP	55409
15793	PMTS	C P I CARD GROUP INC	55466
15794	SBBP	STRONGBRIDGE BIOPHARMA PLC	55467
15795	SGRY	SURGERY PARTNERS INC	55468
15796	PXS	PYXIS TANKERS INC	55469
15797	CSRA	C S R A INC	55470
15802	AC	ASSOCIATED CAPITAL GROUP INC	55471
15814	DEUS	D B X ETF TRUST	53807
15815	DEEF	D B X ETF TRUST	53807
15816	ALFI	E T F SERIES SOLUTIONS	54066
15817	ETHO	FACTORSHARES TRUST	54260
15818	PRME	FIRST TRUST E T F IV	54104
15821	TLEH	FLEXSHARES TRUST	53875
15822	TLDH	FLEXSHARES TRUST	53875
15823	GSIE	GOLDMAN SACHS E T F TRUST	55415
15824	INST	INSTRUCTURE INC	55472
15825	JHA	NUVEEN HIGH INC DEC18 TRGT TM FD	55473
15826	SQ	SQUARE INC	55474
15829	AAAP	ADVANCED ACCEL APPLICATIONS S A	55475
15830	ASET	FLEXSHARES TRUST	53875
15831	AXSM	AXSOME THERAPEUTICS INC	55477
15833	CERC	CERECOR INC	55454
15834	COYN	COPSYNC INC	55478
15837	DLTH	DULUTH HOLDINGS INC	55479
15838	EQBK	EQUITY BANCSHARES INC	55480
15839	FCVT	FIRST TRUST E T F IV	54104
15840	FGBI	FIRST GUARANTY BANCSHARES INC	55481
15841	FORK	FULING GLOBAL INC	55482
15842	IDLB	POWERSHARES E T F TRUST II	52902
15845	ITEQ	FACTORSHARES TRUST	54260
15846	KTOV	KITOV PHARMACEUTICALS HLD LTD	55483
15847	KURA	KURA ONCOLOGY INC	55484
15848	MESO	MESOBLAST LTD	55485
15849	MIME	MIMECAST LTD	55486
15850	MTCH	MATCH GROUP INC	55487
15853	RMR	R M R GROUP INC	55488
15854	SBOT	STELLAR BIOTECHNOLOGIES INC	55489
15855	USLB	POWERSHARES E T F TRUST II	52902
15856	VYGR	VOYAGER THERAPEUTICS INC	55490
15857	WVE	W A V E LIFE SCIENCES LTD	55491
15858	XCOM	XTERA COMMUNICATIONS INC	55492
15859	AGR	AVANGRID INC	55493
15860	OSG	OVERSEAS SHIPHOLDING GROUP INC	55056
15862	GSM	FERROGLOBE PLC	55495
15863	OCX	ONCOCYTE CORP	55496
15880	DJD	CLAYMORE E T F TRUST	51187
15883	LABS	DIREXION SHARES E T F TRUST	53101
15884	LARE	FACTORSHARES TRUST	54260
15884	MJX	E T F MANAGERS TRUST	54260
15885	JPEU	J P MORGAN E T F TRUST	54917
15887	RIV	RIVERNORTH OPPORTUNITIES FD INC	55501
15888	NANR	SPDR INDEX SHARES FUNDS	43629
15889	ONEV	SPDR SERIES TRUST	39147
15890	ONEO	SPDR SERIES TRUST	39147
15891	ONEY	SPDR SERIES TRUST	39147
15892	SPYX	SPDR SERIES TRUST	39147
15896	YRD	YIRENDAI LTD	55503
15898	CCRC	CHINA CUSTOMER RELATIONS CENT IN	55504
15899	CISN	CISION LTD	55455
15900	DDBI	LEGG MASON ETF EQUITY TR	55505
15901	EDBI	LEGG MASON ETF EQUITY TR	55505
15902	LMFA	L M FUNDING AMERICA INC	55460
15903	LVHD	LEGG MASON ETF EQUITY TR	55505
15904	MTP	MIDATECH PHARMA PLC	55506
15905	NAKD	NAKED BRAND GROUP INC	55507
15906	SMBK	SMARTFINANCIAL INC	55508
15910	UDBI	LEGG MASON ETF EQUITY TR	55505
15911	GNRX	MARKET VECTORS E T F TRUST	50699
15912	SELF	SELF STORAGE GROUP INC	55510
15913	SPI	S P I ENERGY CO LTD	55511
15914	WKHS	WORKHORSE GROUP INC	55512
15917	GCP	G C P APPLIED TECHNOLOGIES INC	55513
15918	NHA	NUVEEN MUNICIPAL 2021 TGT TRM FD	55514
15919	XITK	SPDR SERIES TRUST	39147
15920	NOMD	NOMAD FOODS LTD	55515
15921	MFS	MANITOWOC FOODSERVICE INC	55517
15921	WBT	WELBILT INC	55517
15922	SOVB	CAMBRIA E T F TRUST	54386
15925	GTO	CLAYMORE E T F TRUST 2	53232
15929	OSB	NORBORD INC	55518
15930	PUTW	WISDOMTREE TRUST	50852
15934	AVXS	AVEXIS INC	55519
15936	BGNE	BEIGENE LTD	55520
15937	EDIT	EDITAS MEDICINE INC	55521
15943	IZEA	I Z E A INC	55523
15945	JSMD	JANUS DETROIT STREET TRUST	55524
15946	JSML	JANUS DETROIT STREET TRUST	55524
15948	NCBS	NICOLET BANKSHARES INC	55525
15950	PTI	PROTEOSTASIS THERAPEUTICS INC	55526
15955	NVTR	NUVECTRA CORP	55528
15956	AFI	ARMSTRONG FLOORING INC	55529
15957	CEZ	VICTORY PORTFOLIOS II	54950
15960	CRVS	CORVUS PHARMACEUTICALS INC	55530
15961	DRIO	LABSTYLE INNOVATIONS CORP	55531
15962	DWIN	POWERSHARES E T F TRUST II	52902
15965	FVC	FIRST TRUST E T F VI	54165
15969	HCM	HUTCHISON CHINA MEDITECH LTD	55533
15970	KLRE	K L R ENERGY ACQUISITION CORP	55535
15970	ROSE	ROSEHILL RESOURCES INC	55535
15971	NNDM	NANO DIMENSION LTD	55536
15972	PSET	PRINCIPAL EXCHANGE TRADED FUNDS	55378
15973	PY	PRINCIPAL EXCHANGE TRADED FUNDS	55378
15976	SNDX	SYNDAX PHARMACEUTICALS INC	55537
15977	VIGI	VANGUARD WHITEHALL FUNDS	51434
15978	VRAY	VIEWRAY INC	55538
15979	VYMI	VANGUARD WHITEHALL FUNDS	51434
15980	UA	UNDER ARMOUR INC	48779
15981	GAMR	FACTORSHARES TRUST	54260
15984	IFLY	FACTORSHARES TRUST	54260
15985	GSEU	GOLDMAN SACHS E T F TRUST	55415
15986	GSJY	GOLDMAN SACHS E T F TRUST	55415
15987	JHME	JOHN HANCOCK E T F TRUST	55416
15988	JHMA	JOHN HANCOCK E T F TRUST	55416
15989	JHMU	JOHN HANCOCK E T F TRUST	55416
15992	JHMS	JOHN HANCOCK E T F TRUST	55416
15993	JHMI	JOHN HANCOCK E T F TRUST	55416
15994	SHE	SPDR SERIES TRUST	39147
15995	SENS	SENSEONICS HOLDINGS INC	55540
15996	BATRA	LIBERTY MEDIA CORP 3RD NEW	54311
15997	BATRK	LIBERTY MEDIA CORP 3RD NEW	54311
15998	LSXMA	LIBERTY MEDIA CORP 3RD NEW	54311
15999	LSXMB	LIBERTY MEDIA CORP 3RD NEW	54311
16000	LSXMK	LIBERTY MEDIA CORP 3RD NEW	54311
16001	PNK	PINNACLE ENTERTAINMENT INC NEW	55541
16004	QHC	QUORUM HEALTH CORP	55542
16005	AGLE	AEGLEA BIOTHERAPEUTICS INC	55543
16006	CATH	GLOBAL X FUNDS	53120
16007	CDXC	CHROMADEX CORP	55544
16008	GWRS	GLOBAL WATER RESOURCES INC	55545
16009	IBUY	AMPLIFY ETF TRUST	55546
16012	JSYN	JENSYN ACQUISITION CORP	55534
16015	MPCT	ISHARES TRUST	37493
16016	RFAP	FIRST TR EXCHANGE TRADED FD III	54860
16017	RFDI	FIRST TR EXCHANGE TRADED FD III	54860
16018	RFEU	FIRST TR EXCHANGE TRADED FD III	54860
16019	RRR	RED ROCK RESORTS INC	55548
16020	SCWX	SECUREWORKS CORP	55549
16021	SRAQ	SILVER RUN ACQUISITION CORP	55527
16021	CDEV	CENTENNIAL RESOURCE DEVELOP INC	55527
16022	YIN	YINTECH INVESTMENT HOLDINGS LTD	55550
16023	BUZ	ALPS E T F TRUST	53005
16024	ARA	AMERICAN RENAL ASSOCIATES	55551
16025	OPD	CLAYMORE E T F TRUST	51187
16026	DEMG	D B X ETF TRUST	53807
16027	TECZ	DIREXION SHARES E T F TRUST	53101
16028	FAZZ	DIREXION SHARES E T F TRUST	53101
16030	AVTR	AVATAR HOLDINGS INC	421
16030	AVHI	A V HOMES INC	421
16031	ERYY	DIREXION SHARES E T F TRUST	53101
16032	JUNE	ELEVATION E T F TRUST	55552
16033	EOCA	ENDESA AMERICAS S A	55553
16034	ENIC	ENERSIS CHILE S A	55554
16035	WIZE	EXCHANGE TRADED CONCEPTS TR	53297
16036	GHE	EXCHANGE TRADED CONCEPTS TR	53297
16039	GHS	EXCHANGE TRADED CONCEPTS TR	53297
16040	JPIH	J P MORGAN E T F TRUST	54917
16041	JPEH	J P MORGAN E T F TRUST	54917
16042	MGP	M G M GROWTH PROPERTIES LLC	55555
16043	VBIV	V B I VACCINES INC NEW	55556
16044	NGVT	INGEVITY CORP	55557
16048	CCE	COCA COLA EUROPEAN PARTNERS PLC	55559
16049	ZDGE	ZEDGE INC	55560
16051	ACIA	ACACIA COMMUNICATIONS INC	55562
16052	ALJJ	A L J REGIONAL HOLDINGS INC	55563
16055	BFIT	GLOBAL X FUNDS	53120
16056	BMLA	RECON CAPITAL SERIES TRUST	54681
16057	FAAR	FIRST TRUST E T F VII	54608
16059	LNGR	GLOBAL X FUNDS	53120
16060	MILN	GLOBAL X FUNDS	53120
16062	MRUS	MERUS N V	55566
16063	MSBI	MIDLAND STATES BANCORP INC	55567
16064	NTLA	INTELLIA THERAPEUTICS INC	55568
16066	PLSE	PULSE BIOSCIENCES INC	55570
16067	PZRX	PHASERX INC	55571
16068	RETA	REATA PHARMACEUTICALS INC	55572
16069	SBPH	SPRING BANK PHARMACEUTICALS INC	55573
16070	VTGN	VISTAGEN THERAPEUTICS INC	55574
16071	BBU	BROOKFIELD BUSINESS PARTNERS LP	55583
16072	OVLC	CLAYMORE E T F TRUST 2	53232
16073	COTV	COTIVITI HOLDINGS INC	55575
16074	EHT	EATON VANCE HI INC 2021 TG TM TR	55576
16075	FCG	FIRST TRUST EXCHANGE TRADED FUND	50838
16076	GMS	G M S INC	55577
16077	SUPV	GRUPO SUPERVIELLE SA	55578
16078	AGGP	INDEXIQ E T F TRUST	53127
16079	AGGE	INDEXIQ E T F TRUST	53127
16080	JPME	J P MORGAN E T F TRUST	54917
16081	JHD	NUVEEN HI INC DEC2019 TGT TM FD	55579
16082	SITE	SITEONE LANDSCAPE SUPPLY INC	55580
16083	TPB	TURNING POINT BRANDS INC	55581
16084	USFD	US FOODS HOLDING CORP	55582
16086	HTZ	HERTZ GLOBAL HOLDINGS INC NEW	55584
16087	FTV	FORTIVE CORP	55585
16090	CLSD	CLEARSIDE BIOMEDICAL INC	55586
16091	DWFI	SPDR SERIES TRUST	39147
16092	ESGD	ISHARES TRUST	37493
16093	ESGE	ISHARES INC	31600
16094	FALN	ISHARES TRUST	37493
16095	FITS	JANUS DETROIT STREET TRUST	55524
16097	HONE	HARBORONE BANCORP INC	55587
16098	HYXE	ISHARES TRUST	37493
16099	MBRX	MOLECULIN BIOTECH INC	55588
16100	NH	NANTHEALTH INC	55589
16101	OILD	ACCUSHARES TRUST I	55283
16102	OILU	ACCUSHARES TRUST I	55283
16103	OLD	JANUS DETROIT STREET TRUST	55524
16104	ONS	ONCOBIOLOGICS INC	55569
16105	ORG	JANUS DETROIT STREET TRUST	55524
16106	PBNC	PARAGON COMMERCIAL CORP	55590
16107	RFEM	FIRST TR EXCHANGE TRADED FD III	54860
16108	SELB	SELECTA BIOSCIENCES INC	55591
16110	SLIM	JANUS DETROIT STREET TRUST	55524
16111	SYRS	SYROS PHARMACEUTICALS INC	55593
16112	VIVE	VIVEVE MEDICAL INC	55594
16113	RFFC	ALPS E T F TRUST	53005
16114	RFDA	ALPS E T F TRUST	53005
16115	RFCI	ALPS E T F TRUST	53005
16116	RFUN	ALPS E T F TRUST	53005
16119	ATKR	ATKORE INTERNATIONAL GROUP INC	55595
16120	COE	CHINA ONLINE EDUCATION GROUP	55596
16121	ESGW	COLUMBIA E T F TRUST I	55597
16122	ESGN	COLUMBIA E T F TRUST I	55597
16123	ESGS	COLUMBIA E T F TRUST I	55597
16124	DESC	D B X ETF TRUST	53807
16126	AZZ	A Z Z INC	430
16127	HYDD	DIREXION SHARES E T F TRUST	53101
16128	SPDN	DIREXION SHARES E T F TRUST	53101
16130	FLQH	FRANKLIN TEMPLETON E T F TRUST	55598
16131	FLQE	FRANKLIN TEMPLETON E T F TRUST	55598
16132	FLQD	FRANKLIN TEMPLETON E T F TRUST	55598
16135	FLQG	FRANKLIN TEMPLETON E T F TRUST	55598
16136	GMRE	GLOBAL MEDICAL REIT INC	55599
16137	OEW	RYDEX E T F TRUST	44040
16138	XTH	SPDR SERIES TRUST	39147
16139	XWEB	SPDR SERIES TRUST	39147
16140	TWLO	TWILIO INC	55601
16143	TRTN	TRITON INTERNATIONAL LTD	55603
16144	CHUBK	COMMERCEHUB INC	55605
16145	SRTS	SENSUS HEALTHCARE INC	55592
16146	APVO	APTEVO THERAPEUTICS INC	55606
16147	WBIR	ABSOLUTE SHARES TRUST	54981
16148	SCAP	ADVISORSHARES TRUST	53202
16149	APFH	ADVANCEPIERRE FOODS HOLDINGS INC	55607
16150	EUFL	DIREXION SHARES E T F TRUST	53101
16151	MELT	DIREXION SHARES E T F TRUST	53101
16154	KDMN	KADMON HOLDINGS INC	55608
16155	LN	LINE CORP	55609
16156	OR	OSISKO GOLD ROYALTIES LTD	55610
16158	VRS	VERSO CORP	53017
16159	PTHN	PATHEON N V	55611
16160	CHUBA	COMMERCEHUB INC	55605
16161	APOP	CELLECT BIOTECHNOLOGY LTD	55612
16162	BOLD	AUDENTES THERAPEUTICS INC	55613
16163	CFCO	C F CORP	55564
16163	FG	F G L HOLDINGS	55564
16164	DMPI	DELMAR PHARMACEUTICALS INC	55615
16165	DWLV	POWERSHARES E T F TRUST II	52902
16166	ESG	FLEXSHARES TRUST	53875
16167	ESGG	FLEXSHARES TRUST	53875
16170	FSBC	FSB BANCORP INC	55616
16171	KNSL	KINSALE CAPITAL GROUP INC	55617
16172	KRMA	GLOBAL X FUNDS	53120
16173	LCA	LANDCADIA HOLDINGS INC	55565
16174	LONE	LONESTAR RESOURCES US INC	55618
16175	LTEA	LONG ISLAND ICED TEA CORP	55619
16178	MSDI	MONSTER DIGITAL INC	55621
16179	MYSZ	MY SIZE INC	55622
16181	PAVM	PAVMED INC	55547
16182	PI	IMPINJ INC	55623
16183	RNDB	RANDOLPH BANCORP INC	55624
16186	TCMD	TACTILE SYSTEMS TECHNOLOGY INC	55625
16187	TLND	TALEND SA	55626
16188	TPIC	T P I COMPOSITES INC	55627
16189	WCFB	W C F BANCORP INC	55628
16247	AIRG	AIRGAIN INC	55667
16249	BSDM	B S D MEDICAL CORP DE	674
16249	PRSN	PERSEON CORP	674
16250	ATMR	ATOMERA INC	55668
16250	ATOM	ATOMERA INC	55668
16251	BTEC	PRINCIPAL EXCHANGE TRADED FUNDS	55378
16252	EKSO	EKSO BIONICS HOLDINGS INC	55669
16253	FHB	FIRST HAWAIIAN INC	55670
16254	FINQ	E T F MANAGERS TRUST	54260
16255	GEMP	GEMPHIRE THERAPEUTICS INC	55671
16258	GENY	PRINCIPAL EXCHANGE TRADED FUNDS	55378
16259	IMED	E T F MANAGERS TRUST	54260
16260	MEDP	MEDPACE HOLDINGS INC	55672
16261	MIII	M III ACQUISITION CORP	55620
16262	PMPT	ETFIS SERIES TRUST I	55045
16263	PTGX	PROTAGONIST THERAPEUTICS INC	55673
