stock,window_size,n_lags,lambda,r2_insample_stage1,r2_oos_stage1,r2_insample_stage2,r2_oos_stage2,kappa,kappa_tstat,intercept,intercept_tstat,n_observations,n_windows,n_oos_predictions_stage2,avg_selection_rate,eff_lambda,stock_vol
90103,231,1,0.001953710382901545,0.011079032868367776,-0.00909959120709769,-1.579183450672872e-08,-0.0030173704975244853,3.070200698923717e-06,1.4632064720140024e-05,0.00040819195655063993,1.7991077202724945,1642,1645,,0.007869187531936639,0.001953710382901545,0.009752116031981228
85414,231,1,0.0022504044787663227,0.01398518878111197,-0.0051226977777030225,-2.804958487701015e-10,-0.01008554759700786,6.652858814730164e-08,2.386138508698813e-07,0.0002955898842170579,1.0722996636678115,1642,1645,,0.005767756770567195,0.0022504044787663227,0.011233090527586847
79226,231,1,0.0012984234653025137,0.004809143236630216,0.0009755931040713595,0.0006116256456979441,0.0004283819159235369,0.28298394118198783,1.3972033624992153,0.00020076043803555062,1.349566974129277,1642,1645,,0.007217680122636689,0.0012984234653025137,0.006481194143766483
65307,231,1,0.00291715376168734,0.007751303492558979,-0.008464625312022855,-2.39200437235354e-10,-4.23104744735614e-05,2.9803183984106934e-08,9.140414034163862e-08,0.0007627178549626221,2.1707733631202153,1642,1645,,0.00653104241185488,0.00291715376168734,0.01456122781353877
92543,231,1,0.009402830281580295,-0.00033162796267714224,-0.0022817845541911463,-2.042810365310288e-14,-0.01028019930719637,8.565888263593413e-12,1.0773690277998697e-11,-0.0006810572821450414,-0.581893400456138,1642,1645,,0.003295861011752683,0.009402830281580295,0.046935048683527804
61815,231,1,0.004153023375813608,0.003146295931946128,-0.004378310733937019,-3.2520652837320085e-12,-0.00021509865488211766,7.164592319247565e-10,1.4345500132041346e-09,2.358805606334516e-05,0.0456231047504779,1642,1645,,0.005426034747061829,0.004153023375813608,0.020730178945108098
45356,231,1,0.002806891091684415,0.00271401503627631,-0.0035436217946744897,-9.848913240517732e-09,-0.00032856318528584616,0.00011133842141395028,0.00020888899621515194,0.0006589664838554325,1.9145817456564995,1642,1645,,0.004771333673990802,0.002806891091684415,0.014010842064824258
87666,231,1,0.003244309657619678,0.004760165428059406,-0.005380547248940992,-1.452517661704178e-09,-0.00039493112474531245,9.715789573588895e-07,2.3327349232423944e-06,0.0004045112733010873,1.0356069694283574,1642,1645,,0.006051992846193153,0.003244309657619678,0.016194255045006226
89053,231,1,0.0013249750771902025,0.00390680826486435,0.0002641544464169199,0.0030067702945705266,-0.007726969855802679,0.4769181322574108,4.250806690278905,0.00031233942717854955,1.9263773143489387,1642,1645,,0.004292284108329075,0.0013249750771902025,0.006613728833775305
20053,231,1,0.004813121137871176,0.007972574155271065,-0.010316258468324069,-3.1454927551521905e-10,-0.0028864685029628134,1.4049605414609206e-07,5.692563331465909e-07,0.0008175399144537705,1.542313435683263,1642,1645,,0.007345426673479816,0.004813121137871176,0.024025114583662743
