"DATE","vwretx","sprtrn"
"2012-11-30",0.000264,0.000162
"2012-12-03",-0.004293,-0.004745
"2012-12-04",-0.00137,-0.00171
"2012-12-05",0.001404,0.001585
"2012-12-06",0.002338,0.003307
"2012-12-07",0.00246,0.002921
"2012-12-10",0.001426,0.000338
"2012-12-11",0.006131,0.006549
"2012-12-12",-9.4e-05,0.000448
"2012-12-13",-0.006197,-0.006321
"2012-12-14",-0.003181,-0.004135
"2012-12-17",0.010151,0.011871
"2012-12-18",0.010836,0.011487
"2012-12-19",-0.00483,-0.007589
"2012-12-20",0.00466,0.005488
"2012-12-21",-0.008636,-0.009379
"2012-12-24",-0.0024,-0.00244
"2012-12-26",-0.005061,-0.004787
"2012-12-27",-0.000928,-0.001218
"2012-12-28",-0.009391,-0.01105
"2012-12-31",0.01642,0.016942
"2013-01-02",0.024832,0.025403
"2013-01-03",-0.001913,-0.002086
"2013-01-04",0.005652,0.004865
"2013-01-07",-0.002557,-0.003123
"2013-01-08",-0.002428,-0.003242
"2013-01-09",0.003391,0.002656
"2013-01-10",0.006782,0.007597
"2013-01-11",0.000148,-4.8e-05
"2013-01-14",-0.000353,-0.000931
"2013-01-15",0.001942,0.001129
"2013-01-16",-0.000821,0.000197
"2013-01-17",0.005915,0.005643
"2013-01-18",0.002928,0.003403
"2013-01-22",0.005105,0.004428
"2013-01-23",0.000263,0.001507
"2013-01-24",0.000611,7e-06
"2013-01-25",0.005248,0.005445
"2013-01-28",-0.00134,-0.00185
"2013-01-29",0.003523,0.005106
"2013-01-30",-0.004074,-0.0039
"2013-01-31",-0.000873,-0.002563
"2013-02-01",0.009221,0.010053
"2013-02-04",-0.011064,-0.011539
"2013-02-05",0.009114,0.010416
"2013-02-06",0.001167,0.000549
"2013-02-07",-0.002412,-0.001805
"2013-02-08",0.005382,0.005658
"2013-02-11",-0.00105,-0.000606
"2013-02-12",0.002144,0.001595
"2013-02-13",0.001026,0.000592
"2013-02-14",0.000738,0.000691
"2013-02-15",-0.002097,-0.001045
"2013-02-19",0.006809,0.007337
"2013-02-20",-0.01337,-0.012404
"2013-02-21",-0.007234,-0.006303
"2013-02-22",0.008571,0.008773
"2013-02-25",-0.017177,-0.01831
"2013-02-26",0.005531,0.006109
"2013-02-27",0.012077,0.012726
"2013-02-28",-0.00069,-0.000864
"2013-03-01",0.001698,0.002324
"2013-03-04",0.003633,0.004611
"2013-03-05",0.009151,0.009566
"2013-03-06",0.001455,0.001085
"2013-03-07",0.002229,0.001816
"2013-03-08",0.004812,0.004481
"2013-03-11",0.002628,0.003249
"2013-03-12",-0.001987,-0.002403
"2013-03-13",0.00045,0.001314
"2013-03-14",0.005922,0.005603
"2013-03-15",-0.001573,-0.001618
"2013-03-18",-0.005375,-0.00551
"2013-03-19",-0.002964,-0.002423
"2013-03-20",0.007235,0.006697
"2013-03-21",-0.007587,-0.008282
"2013-03-22",0.005804,0.007174
"2013-03-25",-0.003117,-0.00334
"2013-03-26",0.006972,0.007785
"2013-03-27",-0.000205,-0.000588
"2013-03-28",0.00401,0.004057
"2013-04-01",-0.00549,-0.004474
"2013-04-02",0.002702,0.005172
"2013-04-03",-0.011989,-0.010546
"2013-04-04",0.003781,0.004048
"2013-04-05",-0.003529,-0.004295
"2013-04-08",0.006425,0.006303
"2013-04-09",0.00368,0.003544
"2013-04-10",0.011566,0.012189
"2013-04-11",0.003107,0.003552
"2013-04-12",-0.003811,-0.002837
"2013-04-15",-0.025602,-0.022966
"2013-04-16",0.014651,0.014307
"2013-04-17",-0.014728,-0.014328
"2013-04-18",-0.005717,-0.006701
"2013-04-19",0.009322,0.008848
"2013-04-22",0.004261,0.004662
"2013-04-23",0.0101,0.010419
"2013-04-24",0.002089,6e-06
"2013-04-25",0.004886,0.004035
"2013-04-26",-0.002569,-0.001842
"2013-04-29",0.007319,0.007186
"2013-04-30",0.004127,0.002485
"2013-05-01",-0.010762,-0.009308
"2013-05-02",0.009373,0.009408
"2013-05-03",0.010305,0.010535
"2013-05-06",0.002487,0.001908
"2013-05-07",0.005082,0.00523
"2013-05-08",0.00464,0.004139
"2013-05-09",-0.004008,-0.003687
"2013-05-10",0.004637,0.004322
"2013-05-13",-0.000738,4.3e-05
"2013-05-14",0.00918,0.010142
"2013-05-15",0.003725,0.005114
"2013-05-16",-0.004644,-0.00501
"2013-05-17",0.009372,0.0103
"2013-05-20",0.00062,-0.000708
"2013-05-21",0.001556,0.001722
"2013-05-22",-0.00974,-0.008274
"2013-05-23",-0.002541,-0.002924
"2013-05-24",-0.001095,-0.000551
"2013-05-28",0.00629,0.006341
"2013-05-29",-0.007133,-0.007048
"2013-05-30",0.004039,0.00367
"2013-05-31",-0.013596,-0.014307
"2013-06-03",0.004538,0.005936
"2013-06-04",-0.005591,-0.005511
"2013-06-05",-0.013598,-0.01378
"2013-06-06",0.008864,0.00849
"2013-06-07",0.01136,0.012832
"2013-06-10",0.000118,-0.000347
"2013-06-11",-0.010917,-0.010153
"2013-06-12",-0.008495,-0.00837
"2013-06-13",0.014949,0.014784
"2013-06-14",-0.005394,-0.005885
"2013-06-17",0.007184,0.007567
"2013-06-18",0.007317,0.007791
"2013-06-19",-0.013425,-0.013851
"2013-06-20",-0.025853,-0.02501
"2013-06-21",0.001355,0.00267
"2013-06-24",-0.012451,-0.012145
"2013-06-25",0.010237,0.009497
"2013-06-26",0.008625,0.00959
"2013-06-27",0.007921,0.0062
"2013-06-28",-0.002855,-0.00429
"2013-07-01",0.006611,0.005404
"2013-07-02",-0.001583,-0.000545
"2013-07-03",0.000398,0.000824
"2013-07-05",0.008996,0.010202
"2013-07-08",0.004969,0.005252
"2013-07-09",0.0077,0.00723
"2013-07-10",0.000557,0.000182
"2013-07-11",0.014475,0.013554
"2013-07-12",0.002463,0.003087
"2013-07-15",0.002314,0.001375
"2013-07-16",-0.003795,-0.003709
"2013-07-17",0.002924,0.002774
"2013-07-18",0.005396,0.005033
"2013-07-19",0.001467,0.00161
"2013-07-22",0.00278,0.002033
"2013-07-23",-0.001207,-0.001852
"2013-07-24",-0.004937,-0.003811
"2013-07-25",0.003934,0.002556
"2013-07-26",0.000129,0.000828
"2013-07-29",-0.003876,-0.003736
"2013-07-30",0.000342,0.000374
"2013-07-31",6.5e-05,-0.000136
"2013-08-01",0.012119,0.012541
"2013-08-02",0.001298,0.00164
"2013-08-05",-0.000849,-0.00148
"2013-08-06",-0.006604,-0.005723
"2013-08-07",-0.004801,-0.003806
"2013-08-08",0.005248,0.003885
"2013-08-09",-0.002038,-0.00357
"2013-08-12",-0.000171,-0.001153
"2013-08-13",0.001311,0.002776
"2013-08-14",-0.004263,-0.005177
"2013-08-15",-0.013098,-0.014282
"2013-08-16",-0.002992,-0.003305
"2013-08-19",-0.007146,-0.0059
"2013-08-20",0.00562,0.003821
"2013-08-21",-0.006229,-0.00578
"2013-08-22",0.009106,0.008619
"2013-08-23",0.004269,0.003947
"2013-08-26",-0.002868,-0.00404
"2013-08-27",-0.016313,-0.015874
"2013-08-28",0.002442,0.002748
"2013-08-29",0.003081,0.001963
"2013-08-30",-0.004908,-0.003174
"2013-09-03",0.004451,0.004164
"2013-09-04",0.007434,0.008117
"2013-09-05",0.001777,0.00121
"2013-09-06",0.000952,5.4e-05
"2013-09-09",0.010805,0.009993
"2013-09-10",0.007202,0.007346
"2013-09-11",0.002579,0.003052
"2013-09-12",-0.004258,-0.00338
"2013-09-13",0.002632,0.002715
"2013-09-16",0.005145,0.005693
"2013-09-17",0.004963,0.004218
"2013-09-18",0.012524,0.012178
"2013-09-19",-0.001266,-0.001843
"2013-09-20",-0.007389,-0.007217
"2013-09-23",-0.00422,-0.00472
"2013-09-24",-0.001342,-0.002597
"2013-09-25",-0.001711,-0.002739
"2013-09-26",0.003729,0.003485
"2013-09-27",-0.003693,-0.004074
"2013-09-30",-0.004896,-0.006029
"2013-10-01",0.008609,0.007999
"2013-10-02",-0.00081,-0.000667
"2013-10-03",-0.008614,-0.008979
"2013-10-04",0.006713,0.007053
"2013-10-07",-0.008486,-0.008506
"2013-10-08",-0.013281,-0.012332
"2013-10-09",-0.000531,0.000574
"2013-10-10",0.020854,0.02183
"2013-10-11",0.006883,0.006286
"2013-10-14",0.00408,0.004075
"2013-10-15",-0.006879,-0.007064
"2013-10-16",0.012681,0.013828
"2013-10-17",0.007713,0.006744
"2013-10-18",0.006921,0.006549
"2013-10-21",0.000126,9.2e-05
"2013-10-22",0.005489,0.005738
"2013-10-23",-0.005325,-0.004725
"2013-10-24",0.004041,0.003258
"2013-10-25",0.003146,0.004395
"2013-10-28",0.000332,0.00133
"2013-10-29",0.004318,0.005584
"2013-10-30",-0.005759,-0.004876
"2013-10-31",-0.003605,-0.003839
"2013-11-01",0.001352,0.002903
"2013-11-04",0.004306,0.003571
"2013-11-05",-0.003137,-0.002806
"2013-11-06",0.002608,0.004266
"2013-11-07",-0.014049,-0.013183
"2013-11-08",0.012331,0.013428
"2013-11-11",0.001003,0.000723
"2013-11-12",-0.002315,-0.00237
"2013-11-13",0.008271,0.008095
"2013-11-14",0.004427,0.004837
"2013-11-15",0.00438,0.004222
"2013-11-18",-0.004696,-0.003698
"2013-11-19",-0.003516,-0.002043
"2013-11-20",-0.003348,-0.003636
"2013-11-21",0.0086,0.008129
"2013-11-22",0.004475,0.004961
"2013-11-25",-0.001463,-0.001263
"2013-11-26",0.000958,0.00015
"2013-11-27",0.002552,0.002485
"2013-11-29",9.6e-05,-0.000786
"2013-12-02",-0.003696,-0.002719
"2013-12-03",-0.003772,-0.003193
"2013-12-04",-0.001151,-0.001304
"2013-12-05",-0.00354,-0.00434
"2013-12-06",0.009612,0.011238
"2013-12-09",0.001819,0.001817
"2013-12-10",-0.002839,-0.00318
"2013-12-11",-0.01222,-0.011317
"2013-12-12",-0.002783,-0.003771
"2013-12-13",0.001245,-0.000101
"2013-12-16",0.006432,0.00632
"2013-12-17",-0.002362,-0.003101
"2013-12-18",0.014327,0.016648
"2013-12-19",-0.001127,-0.00058
"2013-12-20",0.006773,0.004819
"2013-12-23",0.006061,0.005318
"2013-12-24",0.003325,0.002916
"2013-12-26",0.003959,0.004745
"2013-12-27",-0.000327,-0.000337
"2013-12-30",0.000212,-0.000179
"2013-12-31",0.004203,0.00396
"2014-01-02",-0.008884,-0.008862
"2014-01-03",0.000436,-0.000333
"2014-01-06",-0.00336,-0.002512
"2014-01-07",0.006081,0.006082
"2014-01-08",-4e-05,-0.000212
"2014-01-09",2.9e-05,0.000348
"2014-01-10",0.003566,0.002307
"2014-01-13",-0.011741,-0.012576
"2014-01-14",0.010239,0.010818
"2014-01-15",0.005036,0.005166
"2014-01-16",-0.000299,-0.001347
"2014-01-17",-0.003467,-0.003895
"2014-01-21",0.003336,0.002774
"2014-01-22",0.001389,0.000575
"2014-01-23",-0.008205,-0.00889
"2014-01-24",-0.021142,-0.020875
"2014-01-27",-0.006679,-0.004876
"2014-01-28",0.007287,0.006141
"2014-01-29",-0.010102,-0.010209
"2014-01-30",0.01142,0.011267
"2014-01-31",-0.005809,-0.006465
"2014-02-03",-0.023224,-0.022832
"2014-02-04",0.007548,0.007641
"2014-02-05",-0.002236,-0.002028
"2014-02-06",0.011542,0.01244
"2014-02-07",0.012587,0.013302
"2014-02-10",0.001547,0.001569
"2014-02-11",0.01055,0.011062
"2014-02-12",0.000773,-0.000269
"2014-02-13",0.006846,0.00581
"2014-02-14",0.004035,0.004809
"2014-02-18",0.003061,0.001158
"2014-02-19",-0.006863,-0.006524
"2014-02-20",0.006294,0.006031
"2014-02-21",-0.000912,-0.001919
"2014-02-24",0.006155,0.006187
"2014-02-25",-0.001287,-0.001348
"2014-02-26",0.000861,2.2e-05
"2014-02-27",0.004761,0.004948
"2014-02-28",0.00164,0.002783
"2014-03-03",-0.006699,-0.007379
"2014-03-04",0.015414,0.015268
"2014-03-05",0.000206,-5.3e-05
"2014-03-06",0.00157,0.001718
"2014-03-07",-0.000889,0.000538
"2014-03-10",-0.001306,-0.000463
"2014-03-11",-0.005578,-0.005082
"2014-03-12",0.001019,0.000305
"2014-03-13",-0.011248,-0.011701
"2014-03-14",-0.00141,-0.002822
"2014-03-17",0.008262,0.009614
"2014-03-18",0.007634,0.00722
"2014-03-19",-0.006808,-0.006132
"2014-03-20",0.004689,0.006041
"2014-03-21",-0.002931,-0.002933
"2014-03-24",-0.006096,-0.004865
"2014-03-25",0.00328,0.004404
"2014-03-26",-0.008204,-0.007
"2014-03-27",-0.001269,-0.0019
"2014-03-28",0.004394,0.00464
"2014-03-31",0.009149,0.007924
"2014-04-01",0.008162,0.007039
"2014-04-02",0.002698,0.002853
"2014-04-03",-0.003128,-0.001126
"2014-04-04",-0.01262,-0.012537
"2014-04-07",-0.011668,-0.01075
"2014-04-08",0.005165,0.003751
"2014-04-09",0.011224,0.010918
"2014-04-10",-0.020783,-0.020885
"2014-04-11",-0.00989,-0.009487
"2014-04-14",0.006514,0.008217
"2014-04-15",0.005153,0.006757
"2014-04-16",0.010605,0.010488
"2014-04-17",0.002237,0.001364
"2014-04-21",0.003465,0.003775
"2014-04-22",0.005517,0.004092
"2014-04-23",-0.00285,-0.002213
"2014-04-24",0.000689,0.001717
"2014-04-25",-0.009473,-0.008096
"2014-04-28",0.000931,0.003236
"2014-04-29",0.005586,0.004761
"2014-04-30",0.003343,0.002992
"2014-05-01",0.000668,-0.000143
"2014-05-02",-0.000272,-0.001348
"2014-05-05",0.001235,0.001871
"2014-05-06",-0.008781,-0.008988
"2014-05-07",0.004047,0.005616
"2014-05-08",-0.002892,-0.001374
"2014-05-09",0.001443,0.001519
"2014-05-12",0.01109,0.009673
"2014-05-13",-0.000886,0.000422
"2014-05-14",-0.004868,-0.004701
"2014-05-15",-0.008526,-0.009362
"2014-05-16",0.003375,0.003747
"2014-05-19",0.004233,0.003845
"2014-05-20",-0.006977,-0.006498
"2014-05-21",0.007305,0.008116
"2014-05-22",0.003398,0.002362
"2014-05-23",0.004699,0.004248
"2014-05-27",0.005887,0.005988
"2014-05-28",-0.001476,-0.001114
"2014-05-29",0.004814,0.005367
"2014-05-30",0.000634,0.001844
"2014-06-02",0.000599,0.000728
"2014-06-03",-0.000406,-0.000379
"2014-06-04",0.00241,0.001892
"2014-06-05",0.007198,0.006525
"2014-06-06",0.005003,0.004628
"2014-06-09",0.001836,0.000939
"2014-06-10",-0.000406,-0.000246
"2014-06-11",-0.003216,-0.003537
"2014-06-12",-0.005976,-0.007089
"2014-06-13",0.003037,0.003135
"2014-06-16",0.001403,0.000837
"2014-06-17",0.002931,0.002173
"2014-06-18",0.00693,0.007719
"2014-06-19",0.001576,0.001277
"2014-06-20",0.001998,0.00173
"2014-06-23",9.7e-05,-0.000132
"2014-06-24",-0.007149,-0.006435
"2014-06-25",0.004947,0.004897
"2014-06-26",-0.000775,-0.001179
"2014-06-27",0.002832,0.001911
"2014-06-30",0.000973,-0.000372
"2014-07-01",0.006642,0.006678
"2014-07-02",-0.000375,0.000659
"2014-07-03",0.004959,0.00548
"2014-07-07",-0.006168,-0.003924
"2014-07-08",-0.007534,-0.007049
"2014-07-09",0.004414,0.004644
"2014-07-10",-0.004863,-0.004131
"2014-07-11",0.000688,0.001471
"2014-07-14",0.004559,0.004844
"2014-07-15",-0.003294,-0.001932
"2014-07-16",0.003666,0.004201
"2014-07-17",-0.011031,-0.011834
"2014-07-18",0.010245,0.010265
"2014-07-21",-0.002193,-0.00232
"2014-07-22",0.005064,0.005016
"2014-07-23",0.001822,0.001754
"2014-07-24",0.000216,0.000488
"2014-07-25",-0.005038,-0.004849
"2014-07-28",-0.000517,0.000288
"2014-07-29",-0.003772,-0.004528
"2014-07-30",0.000376,6.1e-05
"2014-07-31",-0.019455,-0.019999
"2014-08-01",-0.003484,-0.002859
"2014-08-04",0.007112,0.007189
"2014-08-05",-0.008969,-0.009685
"2014-08-06",1.9e-05,1.6e-05
"2014-08-07",-0.005092,-0.005557
"2014-08-08",0.010265,0.011531
"2014-08-11",0.004648,0.002759
"2014-08-12",-0.002243,-0.001637
"2014-08-13",0.006385,0.006707
"2014-08-14",0.004125,0.004346
"2014-08-15",0.000198,-6.1e-05
"2014-08-18",0.00847,0.008532
"2014-08-19",0.004562,0.005001
"2014-08-20",0.001916,0.002478
"2014-08-21",0.002435,0.00295
"2014-08-22",-0.001528,-0.001993
"2014-08-25",0.004523,0.004788
"2014-08-26",0.00217,0.001051
"2014-08-27",0.000439,5e-05
"2014-08-28",-0.001914,-0.00169
"2014-08-29",0.003738,0.00332
"2014-09-02",-3.7e-05,-0.000544
"2014-09-03",-0.000717,-0.000779
"2014-09-04",-0.002435,-0.001534
"2014-09-05",0.004349,0.005036
"2014-09-08",-0.002909,-0.003073
"2014-09-09",-0.006331,-0.006545
"2014-09-10",0.003244,0.003646
"2014-09-11",0.00103,0.000882
"2014-09-12",-0.006615,-0.005963
"2014-09-15",-0.002897,-0.00071
"2014-09-16",0.006999,0.007484
"2014-09-17",0.000765,0.001296
"2014-09-18",0.004401,0.004891
"2014-09-19",-0.002445,-0.000477
"2014-09-22",-0.010108,-0.008013
"2014-09-23",-0.006066,-0.005776
"2014-09-24",0.006971,0.007832
"2014-09-25",-0.01557,-0.016169
"2014-09-26",0.008147,0.008576
"2014-09-29",-0.002499,-0.002547
"2014-09-30",-0.004133,-0.002786
"2014-10-01",-0.01305,-0.013249
"2014-10-02",0.000718,5e-06
"2014-10-03",0.009059,0.011166
"2014-10-06",-0.001609,-0.001565
"2014-10-07",-0.014997,-0.015126
"2014-10-08",0.015622,0.017462
"2014-10-09",-0.021269,-0.020661
"2014-10-10",-0.013432,-0.011451
"2014-10-13",-0.015501,-0.016468
"2014-10-14",0.002311,0.001579
"2014-10-15",-0.004564,-0.0081
"2014-10-16",0.003809,0.000145
"2014-10-17",0.010812,0.012884
"2014-10-20",0.009229,0.009143
"2014-10-21",0.019217,0.019574
"2014-10-22",-0.008964,-0.007299
"2014-10-23",0.012208,0.012303
"2014-10-24",0.006005,0.007053
"2014-10-27",-0.002179,-0.001502
"2014-10-28",0.013738,0.011939
"2014-10-29",-0.002425,-0.001385
"2014-10-30",0.004867,0.00623
"2014-10-31",0.01151,0.011731
"2014-11-03",-0.000729,-0.000119
"2014-11-04",-0.004642,-0.00283
"2014-11-05",0.004576,0.005701
"2014-11-06",0.003558,0.003776
"2014-11-07",0.001866,0.00035
"2014-11-10",0.002676,0.00312
"2014-11-11",0.00112,0.000697
"2014-11-12",0.000306,-0.000701
"2014-11-13",-0.001038,0.00053
"2014-11-14",0.00123,0.00024
"2014-11-17",-0.000266,0.000735
"2014-11-18",0.005328,0.005134
"2014-11-19",-0.002432,-0.001501
"2014-11-20",0.003264,0.001967
"2014-11-21",0.005221,0.005237
"2014-11-24",0.003156,0.002864
"2014-11-25",-0.000508,-0.00115
"2014-11-26",0.002502,0.002806
"2014-11-28",-0.006139,-0.002542
"2014-12-01",-0.009064,-0.006829
"2014-12-02",0.00582,0.006384
"2014-12-03",0.005021,0.003765
"2014-12-04",-0.00218,-0.001162
"2014-12-05",0.001456,0.001665
"2014-12-08",-0.009584,-0.007257
"2014-12-09",0.00168,-0.000238
"2014-12-10",-0.017515,-0.016351
"2014-12-11",0.003775,0.004536
"2014-12-12",-0.015269,-0.016214
"2014-12-15",-0.00771,-0.006343
"2014-12-16",-0.00587,-0.008489
"2014-12-17",0.021662,0.020352
"2014-12-18",0.021404,0.024015
"2014-12-19",0.004495,0.00457
"2014-12-22",0.003058,0.00381
"2014-12-23",0.002144,0.001746
"2014-12-24",0.000439,-0.000139
"2014-12-26",0.003642,0.00331
"2014-12-29",0.000968,0.000862
"2014-12-30",-0.004385,-0.004889
"2014-12-31",-0.008789,-0.010311
"2015-01-02",-0.000387,-0.00034
"2015-01-05",-0.018328,-0.018278
"2015-01-06",-0.009663,-0.008893
"2015-01-07",0.010908,0.01163
"2015-01-08",0.016817,0.017888
"2015-01-09",-0.007551,-0.008404
"2015-01-12",-0.007786,-0.008094
"2015-01-13",-0.002374,-0.002579
"2015-01-14",-0.005249,-0.005813
"2015-01-15",-0.009205,-0.009248
"2015-01-16",0.013827,0.013424
"2015-01-20",0.000225,0.00155
"2015-01-21",0.004454,0.004732
"2015-01-22",0.014664,0.01527
"2015-01-23",-0.004203,-0.005492
"2015-01-26",0.004396,0.002568
"2015-01-27",-0.01001,-0.013388
"2015-01-28",-0.014236,-0.013496
"2015-01-29",0.008376,0.009535
"2015-01-30",-0.012174,-0.012992
"2015-02-02",0.012176,0.012962
"2015-02-03",0.014993,0.014439
"2015-02-04",-0.00471,-0.004156
"2015-02-05",0.011235,0.010291
"2015-02-06",-0.003777,-0.003418
"2015-02-09",-0.004121,-0.004247
"2015-02-10",0.008563,0.010676
"2015-02-11",-0.000662,-2.9e-05
"2015-02-12",0.010233,0.009645
"2015-02-13",0.004668,0.004075
"2015-02-17",0.001637,0.001598
"2015-02-18",4.1e-05,-0.000314
"2015-02-19",-0.001163,-0.001062
"2015-02-20",0.005624,0.006126
"2015-02-23",-0.000679,-0.000303
"2015-02-24",0.002273,0.002759
"2015-02-25",0.000537,-0.000766
"2015-02-26",-0.001683,-0.001476
"2015-02-27",-0.002623,-0.002956
"2015-03-02",0.005398,0.006125
"2015-03-03",-0.004066,-0.004539
"2015-03-04",-0.003924,-0.004389
"2015-03-05",0.001579,0.001196
"2015-03-06",-0.013957,-0.014174
"2015-03-09",0.002776,0.003944
"2015-03-10",-0.015566,-0.016961
"2015-03-11",-0.00039,-0.001918
"2015-03-12",0.011765,0.012601
"2015-03-13",-0.005562,-0.006075
"2015-03-16",0.011749,0.013534
"2015-03-17",-0.001761,-0.00332
"2015-03-18",0.012044,0.012158
"2015-03-19",-0.004583,-0.004873
"2015-03-20",0.009312,0.009013
"2015-03-23",-0.000996,-0.001746
"2015-03-24",-0.004626,-0.006139
"2015-03-25",-0.014824,-0.014559
"2015-03-26",-0.002251,-0.002377
"2015-03-27",0.002232,0.002369
"2015-03-30",0.011441,0.012237
"2015-03-31",-0.007193,-0.008796
"2015-04-01",-0.00279,-0.003965
"2015-04-02",0.003929,0.00353
"2015-04-06",0.006568,0.006609
"2015-04-07",-0.002163,-0.002062
"2015-04-08",0.003333,0.002683
"2015-04-09",0.003337,0.004457
"2015-04-10",0.004582,0.005203
"2015-04-13",-0.003803,-0.004581
"2015-04-14",0.001875,0.00163
"2015-04-15",0.006169,0.005148
"2015-04-16",-0.000446,-0.000778
"2015-04-17",-0.011302,-0.011311
"2015-04-20",0.00805,0.009235
"2015-04-21",-0.001059,-0.001481
"2015-04-22",0.00409,0.005088
"2015-04-23",0.003475,0.002358
"2015-04-24",0.001158,0.002253
"2015-04-27",-0.004795,-0.004141
"2015-04-28",0.00233,0.002769
"2015-04-29",-0.004006,-0.00374
"2015-04-30",-0.010735,-0.010129
"2015-05-01",0.009243,0.010923
"2015-05-04",0.002954,0.002941
"2015-05-05",-0.01164,-0.011837
"2015-05-06",-0.003675,-0.004456
"2015-05-07",0.003134,0.003774
"2015-05-08",0.012064,0.013458
"2015-05-11",-0.00418,-0.00509
"2015-05-12",-0.002288,-0.00295
"2015-05-13",-2.8e-05,-0.000305
"2015-05-14",0.009608,0.010779
"2015-05-15",0.000968,0.000768
"2015-05-18",0.003282,0.003048
"2015-05-19",-0.001502,-0.000643
"2015-05-20",-0.000407,-0.000931
"2015-05-21",0.002365,0.002338
"2015-05-22",-0.00226,-0.002234
"2015-05-26",-0.010475,-0.010282
"2015-05-27",0.008495,0.009163
"2015-05-28",-0.001341,-0.001267
"2015-05-29",-0.00585,-0.006318
"2015-06-01",0.001435,0.002059
"2015-06-02",0.00033,-0.001009
"2015-06-03",0.002506,0.002119
"2015-06-04",-0.008899,-0.008623
"2015-06-05",-6e-05,-0.001436
"2015-06-08",-0.006643,-0.006474
"2015-06-09",-7.2e-05,0.000418
"2015-06-10",0.011433,0.012042
"2015-06-11",0.001616,0.001739
"2015-06-12",-0.006217,-0.006994
"2015-06-15",-0.004069,-0.004622
"2015-06-16",0.004934,0.00569
"2015-06-17",0.001698,0.00198
"2015-06-18",0.009164,0.009903
"2015-06-19",-0.004937,-0.005304
"2015-06-22",0.005805,0.006095
"2015-06-23",0.001229,0.000636
"2015-06-24",-0.007515,-0.007353
"2015-06-25",-0.002789,-0.002974
"2015-06-26",-0.001116,-0.00039
"2015-06-29",-0.021576,-0.020866
"2015-06-30",0.002925,0.002658
"2015-07-01",0.005283,0.006936
"2015-07-02",-0.00061,-0.000308
"2015-07-06",-0.004548,-0.003862
"2015-07-07",0.004943,0.006081
"2015-07-08",-0.016717,-0.016653
"2015-07-09",0.002724,0.002262
"2015-07-10",0.012669,0.012338
"2015-07-13",0.010164,0.011066
"2015-07-14",0.004713,0.004453
"2015-07-15",-0.002505,-0.000735
"2015-07-16",0.006949,0.008015
"2015-07-17",-0.000639,0.001106
"2015-07-20",-0.00124,0.000771
"2015-07-21",-0.00409,-0.004262
"2015-07-22",-0.002444,-0.002388
"2015-07-23",-0.005551,-0.005676
"2015-07-24",-0.01003,-0.010703
"2015-07-27",-0.007089,-0.005775
"2015-07-28",0.012254,0.012386
"2015-07-29",0.007413,0.007319
"2015-07-30",0.000691,2.8e-05
"2015-07-31",-0.000786,-0.002272
"2015-08-03",-0.003701,-0.002757
"2015-08-04",-0.001794,-0.00225
"2015-08-05",0.002241,0.003115
"2015-08-06",-0.008068,-0.007753
"2015-08-07",-0.003306,-0.002875
"2015-08-10",0.013111,0.012808
"2015-08-11",-0.009393,-0.009557
"2015-08-12",0.000482,0.00095
"2015-08-13",-0.002185,-0.001275
"2015-08-14",0.00376,0.003912
"2015-08-17",0.005605,0.005211
"2015-08-18",-0.003644,-0.002626
"2015-08-19",-0.00885,-0.008255
"2015-08-20",-0.021653,-0.0211
"2015-08-21",-0.028126,-0.031851
"2015-08-24",-0.038601,-0.039414
"2015-08-25",-0.010311,-0.013522
"2015-08-26",0.033715,0.039034
"2015-08-27",0.024307,0.024298
"2015-08-28",0.002425,0.000609
"2015-08-31",-0.007349,-0.008392
"2015-09-01",-0.028237,-0.029576
"2015-09-02",0.016209,0.018293
"2015-09-03",0.001791,0.001165
"2015-09-04",-0.013816,-0.01533
"2015-09-08",0.023584,0.025083
"2015-09-09",-0.012874,-0.013898
"2015-09-10",0.004324,0.005278
"2015-09-11",0.003138,0.004487
"2015-09-14",-0.004284,-0.00409
"2015-09-15",0.011402,0.012831
"2015-09-16",0.009485,0.008705
"2015-09-17",-0.00082,-0.002561
"2015-09-18",-0.015467,-0.016164
"2015-09-21",0.003295,0.004566
"2015-09-22",-0.013678,-0.012318
"2015-09-23",-0.003573,-0.002049
"2015-09-24",-0.003726,-0.003363
"2015-09-25",-0.002237,-0.000466
"2015-09-28",-0.027365,-0.025666
"2015-09-29",-0.000971,0.001233
"2015-09-30",0.019381,0.019076
"2015-10-01",0.00186,0.001974
"2015-10-02",0.015051,0.014315
"2015-10-05",0.018729,0.01829
"2015-10-06",-0.003136,-0.003588
"2015-10-07",0.009518,0.008036
"2015-10-08",0.008506,0.008818
"2015-10-09",0.001411,0.000725
"2015-10-12",-0.000202,0.001276
"2015-10-13",-0.007894,-0.006825
"2015-10-14",-0.004343,-0.004716
"2015-10-15",0.014666,0.014853
"2015-10-16",0.003418,0.00457
"2015-10-19",-0.000689,0.000271
"2015-10-20",-0.001191,-0.001421
"2015-10-21",-0.008126,-0.005825
"2015-10-22",0.013868,0.016628
"2015-10-23",0.009493,0.01103
"2015-10-26",-0.00281,-0.001913
"2015-10-27",-0.004504,-0.002554
"2015-10-28",0.01351,0.01184
"2015-10-29",-0.002367,-0.00045
"2015-10-30",-0.004019,-0.00481
"2015-11-02",0.012409,0.011874
"2015-11-03",0.00304,0.002728
