PERMNO,date,NCUSIP,TICKER,COMNAM,PERMCO,CUSIP
24877,2024-12-31,83444M10,SOLV,SOLVENTUM CORP,59814,83444M10
24878,2024-12-30,36828A10,GEV,G E VERNOVA INC,59815,36828A10
24878,2024-12-31,36828A10,GEV,G E VERNOVA INC,59815,36828A10
24879,2024-12-30,00791R70,DIVP,ADVISORS INNER CIRCLE FUND II,59447,00791R70
24879,2024-12-31,00791R70,DIVP,ADVISORS INNER CIRCLE FUND II,59447,00791R70
24880,2024-12-30,00888H66,SIXP,A I M E T F PRODUCTS TRUST,57097,00888H66
24880,2024-12-31,00888H66,SIXP,A I M E T F PRODUCTS TRUST,57097,00888H66
24881,2024-12-30,09789C72,TAXX,BONDBLOXX ETF TRUST,59203,09789C72
24881,2024-12-31,09789C72,TAXX,BONDBLOXX ETF TRUST,59203,09789C72
24882,2024-12-30,25063F10,DXYZ,DESTINY TECH100 INC,59816,25063F10
24882,2024-12-31,25063F10,DXYZ,DESTINY TECH100 INC,59816,25063F10
24883,2024-12-30,25461A65,QQQU,DIREXION SHARES E T F TRUST,53101,25461A65
24883,2024-12-31,25461A65,QQQU,DIREXION SHARES E T F TRUST,53101,25461A65
24884,2024-12-30,25461A66,QQQD,DIREXION SHARES E T F TRUST,53101,25461A66
24884,2024-12-31,25461A66,QQQD,DIREXION SHARES E T F TRUST,53101,25461A66
24885,2024-12-30,30151E54,BCIL,EXCHANGE LISTED FUNDS TRUST,54446,30151E54
24885,2024-12-31,30151E54,BCIL,EXCHANGE LISTED FUNDS TRUST,54446,30151E54
24886,2024-12-30,33738D75,FDND,FIRST TRUST E T F IV,54104,33738D75
24886,2024-12-31,33738D75,FDND,FIRST TRUST E T F IV,54104,33738D75
24887,2024-12-30,33740U61,MARM,FIRST TRUST E T F VIII,55693,33740U61
24887,2024-12-31,33740U61,MARM,FIRST TRUST E T F VIII,55693,33740U61
24888,2024-12-30,33740U62,XIMR,FIRST TRUST E T F VIII,55693,33740U62
24888,2024-12-31,33740U62,XIMR,FIRST TRUST E T F VIII,55693,33740U62
24891,2024-12-30,37960A48,BTRN,GLOBAL X FUNDS,53120,37960A48
24891,2024-12-31,37960A48,BTRN,GLOBAL X FUNDS,53120,37960A48
24892,2024-12-30,45783Y34,IMAR,INNOVATOR E T F S TRUST,55239,45783Y34
24892,2024-12-31,45783Y34,IMAR,INNOVATOR E T F S TRUST,55239,45783Y34
24893,2024-12-30,46138G44,GRPZ,INVESCO E T F TRUST II,52902,46138G44
24893,2024-12-31,46138G44,GRPZ,INVESCO E T F TRUST II,52902,46138G44
24894,2024-12-30,46438G69,IWMW,ISHARES TRUST,37493,46438G69
24894,2024-12-31,46438G69,IWMW,ISHARES TRUST,37493,46438G69
24895,2024-12-30,46438G71,IVVW,ISHARES TRUST,37493,46438G71
24895,2024-12-31,46438G71,IVVW,ISHARES TRUST,37493,46438G71
24896,2024-12-30,51841685,ROIS,LATTICE STRATEGIES TRUST,55186,51841685
24896,2024-12-31,51841685,ROIS,LATTICE STRATEGIES TRUST,55186,51841685
24900,2024-12-30,53700T72,PCCE,LITMAN GREGORY FUNDS TRUST,58766,53700T72
24900,2024-12-31,53700T72,PCCE,LITMAN GREGORY FUNDS TRUST,58766,53700T72
24901,2024-12-30,53700T73,PCIG,LITMAN GREGORY FUNDS TRUST,58766,53700T73
24901,2024-12-31,53700T73,PCIG,LITMAN GREGORY FUNDS TRUST,58766,53700T73
24902,2024-12-30,61774R84,EVTR,MORGAN STANLEY E T F TRUST,59481,61774R84
24902,2024-12-31,61774R84,EVTR,MORGAN STANLEY E T F TRUST,59481,61774R84
24903,2024-12-30,61774R85,EVSM,MORGAN STANLEY E T F TRUST,59481,61774R85
24903,2024-12-31,61774R85,EVSM,MORGAN STANLEY E T F TRUST,59481,61774R85
24904,2024-12-30,64135A80,NBSM,NEUBERGER BERMAN ETF TRUST,59252,64135A80
24904,2024-12-31,64135A80,NBSM,NEUBERGER BERMAN ETF TRUST,59252,64135A80
24905,2024-12-30,66537J79,PTL,NORTHERN LIGHTS FUND TR IV,55860,66537J79
24905,2024-12-31,66537J79,PTL,NORTHERN LIGHTS FUND TR IV,55860,66537J79
24906,2024-12-30,66537J81,MVFG,NORTHERN LIGHTS FUND TR IV,55860,66537J81
24906,2024-12-31,66537J81,MVFG,NORTHERN LIGHTS FUND TR IV,55860,66537J81
24907,2024-12-30,66537J82,MVFD,NORTHERN LIGHTS FUND TR IV,55860,66537J82
24907,2024-12-31,66537J82,MVFD,NORTHERN LIGHTS FUND TR IV,55860,66537J82
24908,2024-12-30,66537J83,MSSS,NORTHERN LIGHTS FUND TR IV,55860,66537J83
24908,2024-12-31,66537J83,MSSS,NORTHERN LIGHTS FUND TR IV,55860,66537J83
24909,2024-12-30,66537J84,MDPL,NORTHERN LIGHTS FUND TR IV,55860,66537J84
24909,2024-12-31,66537J84,MDPL,NORTHERN LIGHTS FUND TR IV,55860,66537J84
24910,2024-12-30,69374H34,EAFG,PACER FUNDS TRUST,56319,69374H34
24910,2024-12-31,69374H34,EAFG,PACER FUNDS TRUST,56319,69374H34
24911,2024-12-30,69420N50,MRCP,P G I M ROCK ETF TRUST,59780,69420N50
24911,2024-12-31,69420N50,MRCP,P G I M ROCK ETF TRUST,59780,69420N50
24912,2024-12-30,69420N60,PBMR,P G I M ROCK ETF TRUST,59780,69420N60
24912,2024-12-31,69420N60,PBMR,P G I M ROCK ETF TRUST,59780,69420N60
24913,2024-12-30,74741A10,OWNS,QUAKER INVESTMENT TRUST,59817,74741A10
24913,2024-12-31,74741A10,OWNS,QUAKER INVESTMENT TRUST,59817,74741A10
24914,2024-12-30,77926X20,XDTE,ROUNDHILL E T F TRUST,59721,77926X20
24914,2024-12-31,77926X20,XDTE,ROUNDHILL E T F TRUST,59721,77926X20
24915,2024-12-30,77926X30,QDTE,ROUNDHILL E T F TRUST,59721,77926X30
24915,2024-12-31,77926X30,QDTE,ROUNDHILL E T F TRUST,59721,77926X30
24916,2024-12-30,82889N49,IOPP,SIMPLIFY EXCHANGE TRADED FUNDS,57311,82889N49
24916,2024-12-31,82889N49,IOPP,SIMPLIFY EXCHANGE TRADED FUNDS,57311,82889N49
24917,2024-12-30,88339Y10,EAGL,2023 E T F SERIES TRUST,59818,88339Y10
24917,2024-12-31,88339Y10,EAGL,2023 E T F SERIES TRUST,59818,88339Y10
24920,2024-12-30,88636J56,SPYT,TIDAL TRUST II,59396,88636J56
24920,2024-12-31,88636J56,SPYT,TIDAL TRUST II,59396,88636J56
24921,2024-12-30,88636J58,IRET,TIDAL TRUST II,59396,88636J58
24921,2024-12-31,88636J58,IRET,TIDAL TRUST II,59396,88636J58
24922,2024-12-30,92189H67,MVAL,VANECK E T F TRUST,50699,92189H67
24922,2024-12-31,92189H67,MVAL,VANECK E T F TRUST,50699,92189H67
24923,2024-12-30,92189H68,MGRO,VANECK E T F TRUST,50699,92189H68
24923,2024-12-31,92189H68,MGRO,VANECK E T F TRUST,50699,92189H68
24924,2024-12-30,G5451A10,LEGT,LEGATO MERGER CORP III,59809,G5451A10
24924,2024-12-31,G5451A10,LEGT,LEGATO MERGER CORP III,59809,G5451A10
24925,2024-12-30,G5557R10,LPA,LOGISTIC PROPERTIES OF THE AMER,59819,G5557R10
24925,2024-12-31,G5557R10,LPA,LOGISTIC PROPERTIES OF THE AMER,59819,G5557R10
24928,2024-12-30,G7733R10,RYDE,RYDE GROUP LTD,59820,G7733R10
24928,2024-12-31,G7733R10,RYDE,RYDE GROUP LTD,59820,G7733R10
24929,2024-12-30,G9819610,WNS,W N S HOLDINGS LTD,50963,G9819610
24929,2024-12-31,G9819610,WNS,W N S HOLDINGS LTD,50963,G9819610
24930,2024-12-30,L0415A10,AUNA,AUNA S A,59821,L0415A10
24930,2024-12-31,L0415A10,AUNA,AUNA S A,59821,L0415A10
24931,2024-12-30,Q0266F10,MMA,MIXED MARTIAL ARTS GROUP LIMITED,59822,Q0266F10
24931,2024-12-31,Q0266F10,MMA,MIXED MARTIAL ARTS GROUP LIMITED,59822,Q0266F10
24932,2024-12-30,38747R75,AMDL,GRANITESHARES E T F TRUST,55959,38747R75
24932,2024-12-31,38747R75,AMDL,GRANITESHARES E T F TRUST,55959,38747R75
24933,2024-12-30,38747R74,AMZZ,GRANITESHARES E T F TRUST,55959,38747R74
24933,2024-12-31,38747R74,AMZZ,GRANITESHARES E T F TRUST,55959,38747R74
24936,2024-12-30,02507A10,AVXC,AMERICAN CENTURY E T F TRUST,56215,02507A10
24936,2024-12-31,02507A10,AVXC,AMERICAN CENTURY E T F TRUST,56215,02507A10
24937,2024-12-30,09032H10,BCG,BINAH CAPITAL GROUP INC,59823,09032H10
24937,2024-12-31,09032H10,BCG,BINAH CAPITAL GROUP INC,59823,09032H10
24938,2024-12-30,10170A10,BOLD,BOUNDLESS BIO INC,59825,10170A10
24938,2024-12-31,10170A10,BOLD,BOUNDLESS BIO INC,59825,10170A10
24939,2024-12-30,G0704110,COOT,AUSTRALIAN OILSEEDS HOLDINGS LTD,59826,G0704110
24939,2024-12-31,G0704110,COOT,AUSTRALIAN OILSEEDS HOLDINGS LTD,59826,G0704110
24940,2024-12-30,85208P88,COPP,SPROTT FUNDS TRUST,59253,85208P88
24940,2024-12-31,85208P88,COPP,SPROTT FUNDS TRUST,59253,85208P88
24941,2024-12-30,G1152A10,FUFU,BITFUFU INC,59827,G1152A10
24941,2024-12-31,G1152A10,FUFU,BITFUFU INC,59827,G1152A10
24944,2024-12-30,46438G73,IBAT,ISHARES TRUST,37493,46438G73
24944,2024-12-31,46438G73,IBAT,ISHARES TRUST,37493,46438G73
24945,2024-12-30,09290C83,INRO,BLACKROCK E T F TRUST,56669,09290C83
24945,2024-12-31,09290C83,INRO,BLACKROCK E T F TRUST,56669,09290C83
24946,2024-12-30,G4804710,INTJ,INTELLIGENT GROUP LTD,59829,G4804710
24946,2024-12-31,G4804710,INTJ,INTELLIGENT GROUP LTD,59829,G4804710
24947,2024-12-30,74347G23,IQQQ,PROSHARES TRUST,50846,74347G23
24947,2024-12-31,74347G23,IQQQ,PROSHARES TRUST,50846,74347G23
24948,2024-12-30,G5212E10,JVSA,JVSPAC ACQUISITION CORP,59764,G5212E10
24948,2024-12-31,G5212E10,JVSA,JVSPAC ACQUISITION CORP,59764,G5212E10
24949,2024-12-30,02072L26,KEAT,E A SERIES TRUST,56316,02072L26
24949,2024-12-31,02072L26,KEAT,E A SERIES TRUST,56316,02072L26
24952,2024-12-30,G5703710,LGCL,LUCAS GC LTD,59830,G5703710
24952,2024-12-31,G5703710,LGCL,LUCAS GC LTD,59830,G5703710
24953,2024-12-30,G0035010,LOBO,LOBO EV TECHNOLOGIES LTD,59831,G0035010
24953,2024-12-31,G0035010,LOBO,LOBO EV TECHNOLOGIES LTD,59831,G0035010
24954,2024-12-30,G6336910,MRNO,MURANO GLOBAL INVESTMENTS PLC,59832,G6336910
24954,2024-12-31,G6336910,MRNO,MURANO GLOBAL INVESTMENTS PLC,59832,G6336910
24955,2024-12-30,38747R73,MSFL,GRANITESHARES E T F TRUST,55959,38747R73
24955,2024-12-31,38747R73,MSFL,GRANITESHARES E T F TRUST,55959,38747R73
24956,2024-12-30,67092P76,NCPB,NUSHARES E T F TRUST,55709,67092P76
24956,2024-12-31,67092P76,NCPB,NUSHARES E T F TRUST,55709,67092P76
24957,2024-12-30,63903P20,NMHI,NATURES MIRACLE HOLDING INC,59833,63903P20
24957,2024-12-31,63903P20,NMHI,NATURES MIRACLE HOLDING INC,59833,63903P20
24958,2024-12-30,67092P77,NPFI,NUSHARES E T F TRUST,55709,67092P77
24958,2024-12-31,67092P77,NPFI,NUSHARES E T F TRUST,55709,67092P77
24959,2024-12-30,67092P74,NSCR,NUSHARES E T F TRUST,55709,67092P74
24959,2024-12-31,67092P74,NSCR,NUSHARES E T F TRUST,55709,67092P74
24960,2024-12-30,67092P75,NUSB,NUSHARES E T F TRUST,55709,67092P75
24960,2024-12-31,67092P75,NUSB,NUSHARES E T F TRUST,55709,67092P75
24961,2024-12-30,G9161K11,UBXG,U BX TECHNOLOGY LTD,59834,G9161K11
24961,2024-12-31,G9161K11,UBXG,U BX TECHNOLOGY LTD,59834,G9161K11
24962,2024-12-30,97717Y41,USIN,WISDOMTREE TRUST,50852,97717Y41
24962,2024-12-31,97717Y41,USIN,WISDOMTREE TRUST,50852,97717Y41
24963,2024-12-30,97717Y39,USSH,WISDOMTREE TRUST,50852,97717Y39
24963,2024-12-31,97717Y39,USSH,WISDOMTREE TRUST,50852,97717Y39
24964,2024-12-30,69380Q10,PACS,PACS GROUP INC,59835,69380Q10
24964,2024-12-31,69380Q10,PACS,PACS GROUP INC,59835,69380Q10
24965,2024-12-30,90373110,ULS,UL SOLUTIONS INC,59836,90373110
24965,2024-12-31,90373110,ULS,UL SOLUTIONS INC,59836,90373110
24966,2024-12-30,15592310,CTRI,CENTURI HOLDINGS INC,59837,15592310
24966,2024-12-31,15592310,CTRI,CENTURI HOLDINGS INC,59837,15592310
24967,2024-12-30,45105110,IBTA,IBOTTA INC,59838,45105110
24967,2024-12-31,45105110,IBTA,IBOTTA INC,59838,45105110
24968,2024-12-30,30254T57,FPAG,F P A FUNDS TRUST,59839,30254T57
24968,2024-12-31,30254T57,FPAG,F P A FUNDS TRUST,59839,30254T57
24969,2024-12-30,05379B10,AVA,AVISTA CORP,21890,05379B10
24969,2024-12-31,05379B10,AVA,AVISTA CORP,21890,05379B10
24971,2024-12-30,53947R10,LOAR,LOAR HOLDINGS INC,59840,53947R10
24971,2024-12-31,53947R10,LOAR,LOAR HOLDINGS INC,59840,53947R10
24972,2024-12-30,78115410,RBRK,RUBRIK INC,59841,78115410
24972,2024-12-31,78115410,RBRK,RUBRIK INC,59841,78115410
24973,2024-12-30,00775Y35,RAYJ,ADVISORS INNER CIRCLE FUND III,57562,00775Y35
24973,2024-12-31,00775Y35,RAYJ,ADVISORS INNER CIRCLE FUND III,57562,00775Y35
24974,2024-12-30,00775Y36,SAMM,ADVISORS INNER CIRCLE FUND III,57562,00775Y36
24974,2024-12-31,00775Y36,SAMM,ADVISORS INNER CIRCLE FUND III,57562,00775Y36
24975,2024-12-30,00777X54,RVER,ADVISOR MANAGED PORTFOLIOS,59682,00777X54
24975,2024-12-31,00777X54,RVER,ADVISOR MANAGED PORTFOLIOS,59682,00777X54
24976,2024-12-30,00888H61,ARLU,A I M E T F PRODUCTS TRUST,57097,00888H61
24976,2024-12-31,00888H61,ARLU,A I M E T F PRODUCTS TRUST,57097,00888H61
24979,2024-12-30,00888H62,FLAO,A I M E T F PRODUCTS TRUST,57097,00888H62
24979,2024-12-31,00888H62,FLAO,A I M E T F PRODUCTS TRUST,57097,00888H62
24980,2024-12-30,01556440,CNEQ,ALGER E T F TRUST,58016,01556440
24980,2024-12-31,01556440,CNEQ,ALGER E T F TRUST,58016,01556440
24981,2024-12-30,01556450,ALAI,ALGER E T F TRUST,58016,01556450
24981,2024-12-31,01556450,ALAI,ALGER E T F TRUST,58016,01556450
24982,2024-12-30,02072L25,STXM,E A SERIES TRUST,56316,02072L25
24982,2024-12-31,02072L25,STXM,E A SERIES TRUST,56316,02072L25
24983,2024-12-30,18449210,ZONE,CLEANCORE SOLUTIONS INC,59842,18449210
24983,2024-12-31,18449210,ZONE,CLEANCORE SOLUTIONS INC,59842,18449210
24984,2024-12-30,31624J72,FYEE,FIDELITY GREENWOOD STREET TRUST,59843,31624J72
24984,2024-12-31,31624J72,FYEE,FIDELITY GREENWOOD STREET TRUST,59843,31624J72
24985,2024-12-30,02360810,AEE,AMEREN CORP,21808,02360810
24985,2024-12-31,02360810,AEE,AMEREN CORP,21808,02360810
24987,2024-12-30,31624J73,FBUF,FIDELITY GREENWOOD STREET TRUST,59843,31624J73
24987,2024-12-31,31624J73,FBUF,FIDELITY GREENWOOD STREET TRUST,59843,31624J73
24988,2024-12-30,31624J74,FHEQ,FIDELITY GREENWOOD STREET TRUST,59843,31624J74
24988,2024-12-31,31624J74,FHEQ,FIDELITY GREENWOOD STREET TRUST,59843,31624J74
24989,2024-12-30,33740F28,QCAP,FIRST TRUST E T F VIII,55693,33740F28
24989,2024-12-31,33740F28,QCAP,FIRST TRUST E T F VIII,55693,33740F28
24990,2024-12-30,33740U59,XAPR,FIRST TRUST E T F VIII,55693,33740U59
24990,2024-12-31,33740U59,XAPR,FIRST TRUST E T F VIII,55693,33740U59
24991,2024-12-30,45783Y31,LAPR,INNOVATOR E T F S TRUST,55239,45783Y31
24991,2024-12-31,45783Y31,LAPR,INNOVATOR E T F S TRUST,55239,45783Y31
24992,2024-12-30,45783Y32,HAPR,INNOVATOR E T F S TRUST,55239,45783Y32
24992,2024-12-31,45783Y32,HAPR,INNOVATOR E T F S TRUST,55239,45783Y32
24995,2024-12-30,45783Y33,AAPR,INNOVATOR E T F S TRUST,55239,45783Y33
24995,2024-12-31,45783Y33,AAPR,INNOVATOR E T F S TRUST,55239,45783Y33
24996,2024-12-30,69420N70,APRP,P G I M ROCK ETF TRUST,59780,69420N70
24996,2024-12-31,69420N70,APRP,P G I M ROCK ETF TRUST,59780,69420N70
24997,2024-12-30,69420N80,PBAP,P G I M ROCK ETF TRUST,59780,69420N80
24997,2024-12-31,69420N80,PBAP,P G I M ROCK ETF TRUST,59780,69420N80
24998,2024-12-30,74349Y70,BITU,PROSHARES TRUST,50846,74349Y70
24998,2024-12-31,74349Y70,BITU,PROSHARES TRUST,50846,74349Y70
24999,2024-12-30,74349Y80,SBIT,PROSHARES TRUST,50846,74349Y80
24999,2024-12-31,74349Y80,SBIT,PROSHARES TRUST,50846,74349Y80
25000,2024-12-30,82889N46,NXTV,SIMPLIFY EXCHANGE TRADED FUNDS,57311,82889N46
25000,2024-12-31,82889N46,NXTV,SIMPLIFY EXCHANGE TRADED FUNDS,57311,82889N46
25001,2024-12-30,82889N47,NXTI,SIMPLIFY EXCHANGE TRADED FUNDS,57311,82889N47
25001,2024-12-31,82889N47,NXTI,SIMPLIFY EXCHANGE TRADED FUNDS,57311,82889N47
25002,2024-12-30,83419D20,SLSR,SOLARIS RESOURCES INC,59844,83419D20
25002,2024-12-31,83419D20,SLSR,SOLARIS RESOURCES INC,59844,83419D20
25003,2024-12-30,84858T83,OGSP,SPINNAKER E T F SERIES,56037,84858T83
25003,2024-12-31,84858T83,OGSP,SPINNAKER E T F SERIES,56037,84858T83
25004,2024-12-30,84858T84,OOSP,SPINNAKER E T F SERIES,56037,84858T84
25004,2024-12-31,84858T84,OOSP,SPINNAKER E T F SERIES,56037,84858T84
25007,2024-12-30,84858T85,KOOL,SPINNAKER E T F SERIES,56037,84858T85
25007,2024-12-31,84858T85,KOOL,SPINNAKER E T F SERIES,56037,84858T85
25008,2024-12-30,88636J42,YBIT,TIDAL TRUST II,59396,88636J42
25008,2024-12-31,88636J42,YBIT,TIDAL TRUST II,59396,88636J42
25009,2024-12-30,89834G57,STBF,TRUST FOR PROFESSIONAL MANAGERS,58046,89834G57
25009,2024-12-31,89834G57,STBF,TRUST FOR PROFESSIONAL MANAGERS,58046,89834G57
25010,2024-12-30,90386K58,MDST,ULTIMUS MANAGERS TRUST,59450,90386K58
25010,2024-12-31,90386K58,MDST,ULTIMUS MANAGERS TRUST,59450,90386K58
25011,2024-12-30,Y1023010,BWLP,BW LPG LTD,59845,Y1023010
25011,2024-12-31,Y1023010,BWLP,BW LPG LTD,59845,Y1023010
25012,2024-12-30,Y2990R10,HAFN,HAFNIA LTD SG,59846,Y2990R10
25012,2024-12-31,Y2990R10,HAFN,HAFNIA LTD SG,59846,Y2990R10
25014,2024-12-30,88292783,BOTT,THEMES E T F TRUST,59742,88292783
25014,2024-12-31,88292783,BOTT,THEMES E T F TRUST,59742,88292783
25015,2024-12-30,88636J53,CCSB,TIDAL TRUST II,59396,88636J53
25015,2024-12-31,88636J53,CCSB,TIDAL TRUST II,59396,88636J53
25016,2024-12-30,G2030P10,CDTG,CDT ENVIRONMENTAL TECH INV HL LT,59847,G2030P10
25016,2024-12-31,G2030P10,CDTG,CDT ENVIRONMENTAL TECH INV HL LT,59847,G2030P10
25017,2024-12-30,21217B10,CTNM,CONTINEUM THERAPEUTICS INC,59848,21217B10
25017,2024-12-31,21217B10,CTNM,CONTINEUM THERAPEUTICS INC,59848,21217B10
25018,2024-12-30,G2852411,DYCQ,DT CLOUD ACQUISITION CORP,59810,G2852411
25018,2024-12-31,G2852411,DYCQ,DT CLOUD ACQUISITION CORP,59810,G2852411
25019,2024-12-30,88636J54,EHLS,TIDAL TRUST II,59396,88636J54
25019,2024-12-31,88636J54,EHLS,TIDAL TRUST II,59396,88636J54
25020,2024-12-30,29842P10,EPRX,EUPRAXIA PHARMACEUTICALS INC,59849,29842P10
25020,2024-12-31,29842P10,EPRX,EUPRAXIA PHARMACEUTICALS INC,59849,29842P10
25023,2024-12-30,G5294K11,JUNE,JUNEE LTD,59850,G5294K11
25023,2024-12-31,G5294K11,JUNE,JUNEE LTD,59850,G5294K11
25024,2024-12-30,57628N10,MAMO,MASSIMO GROUP,59851,57628N10
25024,2024-12-31,57628N10,MAMO,MASSIMO GROUP,59851,57628N10
25025,2024-12-30,G6065C11,MFI,MF INTERNATIONAL LTD,59852,G6065C11
25025,2024-12-31,G6065C11,MFI,MF INTERNATIONAL LTD,59852,G6065C11
25026,2024-12-30,G6226410,MNDR,MOBILE HEALTH NETWORK SOLUTIONS,59853,G6226410
25026,2024-12-31,G6226410,MNDR,MOBILE HEALTH NETWORK SOLUTIONS,59853,G6226410
25027,2024-12-30,G5S37H10,MRX,MAREX GROUP PLC,59854,G5S37H10
25027,2024-12-31,G5S37H10,MRX,MAREX GROUP PLC,59854,G5S37H10
25028,2024-12-30,G6S85D10,MTEN,MINGTENG INTERNATIONAL CORP INC,59855,G6S85D10
25028,2024-12-31,G6S85D10,MTEN,MINGTENG INTERNATIONAL CORP INC,59855,G6S85D10
25029,2024-12-30,G6421C10,NCI,NEO CONCEPT INTL GRP HLDGS LTD,59856,G6421C10
25029,2024-12-31,G6421C10,NCI,NEO CONCEPT INTL GRP HLDGS LTD,59856,G6421C10
25030,2024-12-30,02072L23,NEWZ,E A SERIES TRUST,56316,02072L23
25030,2024-12-31,02072L23,NEWZ,E A SERIES TRUST,56316,02072L23
25031,2024-12-30,G0544E10,NIVF,NEWGENLVF GROUP LTD,59857,G0544E10
25031,2024-12-31,G0544E10,NIVF,NEWGENLVF GROUP LTD,59857,G0544E10
25032,2024-12-30,00777X53,OPTZ,ADVISOR MANAGED PORTFOLIOS,59682,00777X53
25032,2024-12-31,00777X53,OPTZ,ADVISOR MANAGED PORTFOLIOS,59682,00777X53
25033,2024-12-30,66538F14,PSTR,NORTHERN LIGHTS FUND TR II,58630,66538F14
25033,2024-12-31,66538F14,PSTR,NORTHERN LIGHTS FUND TR II,58630,66538F14
25034,2024-12-30,81758H10,SERV,SERVE ROBOTICS INC,59858,81758H10
25034,2024-12-31,81758H10,SERV,SERVE ROBOTICS INC,59858,81758H10
25035,2024-12-30,83086J20,SKYE,SKYE BIOSCIENCES INC,59859,83086J20
25035,2024-12-31,83086J20,SKYE,SKYE BIOSCIENCES INC,59859,83086J20
25036,2024-12-30,83417Y10,SUUN,SOLARBANK CORP,59860,83417Y10
25036,2024-12-31,83417Y10,SUUN,SOLARBANK CORP,59860,83417Y10
25037,2024-12-30,G9124M10,TRSG,TUNGRAY TECHNOLOGIES INC,59861,G9124M10
25037,2024-12-31,G9124M10,TRSG,TUNGRAY TECHNOLOGIES INC,59861,G9124M10
25038,2024-12-30,G8945S10,TWG,TOP WEALTH GROUP HOLDING LTD,59862,G8945S10
25038,2024-12-31,G8945S10,TWG,TOP WEALTH GROUP HOLDING LTD,59862,G8945S10
25039,2024-12-30,G9888Q10,YYGH,YY GROUP HOLDING LTD,59863,G9888Q10
25039,2024-12-31,G9888Q10,YYGH,YY GROUP HOLDING LTD,59863,G9888Q10
25040,2024-12-30,G989MC10,ZBAO,ZHIBAO TECHNOLOGY INC,59864,G989MC10
25040,2024-12-31,G989MC10,ZBAO,ZHIBAO TECHNOLOGY INC,59864,G989MC10
25041,2024-12-30,M2573A10,ZOOZ,ZOOZ POWER LTD,59865,M2573A10
25041,2024-12-31,M2573A10,ZOOZ,ZOOZ POWER LTD,59865,M2573A10
25042,2024-12-30,G2968710,AVDL,AVADEL PHARMACEUTICALS PLC,14701,G2968710
25042,2024-12-31,G2968710,AVDL,AVADEL PHARMACEUTICALS PLC,14701,G2968710
25043,2024-12-30,44934N10,IBAC,IB ACQUISITION CORP,59828,44934N10
25043,2024-12-31,44934N10,IBAC,IB ACQUISITION CORP,59828,44934N10
25044,2024-12-30,45720N10,INBX,INHIBRX BIOSCIENCES INC,59866,45720N10
25044,2024-12-31,45720N10,INBX,INHIBRX BIOSCIENCES INC,59866,45720N10
25045,2024-12-30,10240L10,BOW,BOWHEAD SPECIALTY HOLDINGS INC,59867,10240L10
25045,2024-12-31,10240L10,BOW,BOWHEAD SPECIALTY HOLDINGS INC,59867,10240L10
25046,2024-12-30,48662X10,KBDC,KAYNE ANDERSON B D C INC,59868,48662X10
25046,2024-12-31,48662X10,KBDC,KAYNE ANDERSON B D C INC,59868,48662X10
25047,2024-12-30,G93A5A10,VIK,VIKING HOLDINGS LTD,59869,G93A5A10
25047,2024-12-31,G93A5A10,VIK,VIKING HOLDINGS LTD,59869,G93A5A10
25050,2024-12-30,04225510,BTOC,ARMLOGI HOLDING CORP,59870,04225510
25050,2024-12-31,04225510,BTOC,ARMLOGI HOLDING CORP,59870,04225510
25051,2024-12-30,63010H10,NNE,NANO NUCLEAR ENERGY INC,59871,63010H10
25051,2024-12-31,63010H10,NNE,NANO NUCLEAR ENERGY INC,59871,63010H10
25052,2024-12-30,74317M10,PAL,PROFICIENT AUTO LOGISTICS INC,59872,74317M10
25052,2024-12-31,74317M10,PAL,PROFICIENT AUTO LOGISTICS INC,59872,74317M10
25053,2024-12-30,82728C10,SVCO,SILVACO GROUP INC,59873,82728C10
25053,2024-12-31,82728C10,SVCO,SILVACO GROUP INC,59873,82728C10
25054,2024-12-30,84612H10,SOWG,SOW GOOD INC,59874,84612H10
25054,2024-12-31,84612H10,SOWG,SOW GOOD INC,59874,84612H10
25055,2024-12-30,53626M10,LION,LIONSGATE STUDIOS CORP,59875,53626M10
25055,2024-12-31,53626M10,LION,LIONSGATE STUDIOS CORP,59875,53626M10
25058,2024-12-30,G1148A10,BKHA,BLACK HAWK ACQUISITION CORP,59824,G1148A10
25058,2024-12-31,G1148A10,BKHA,BLACK HAWK ACQUISITION CORP,59824,G1148A10
25059,2024-12-30,G7385S10,RAY,RAYTECH HOLDING LTD,59876,G7385S10
25059,2024-12-31,G7385S10,RAY,RAYTECH HOLDING LTD,59876,G7385S10
25060,2024-12-30,G7396L10,JDZG,JIADE LTD,59877,G7396L10
25060,2024-12-31,G7396L10,JDZG,JIADE LTD,59877,G7396L10
25062,2024-12-30,N3168P10,FER,FERROVIAL SE,59879,N3168P10
25062,2024-12-31,N3168P10,FER,FERROVIAL SE,59879,N3168P10
25063,2024-12-30,N6872210,SHMD,SCHMID GROUP N V,59880,N6872210
25063,2024-12-31,N6872210,SHMD,SCHMID GROUP N V,59880,N6872210
25066,2024-12-30,49457M10,KDLY,KINDLY MD INC,59881,49457M10
25066,2024-12-31,49457M10,KDLY,KINDLY MD INC,59881,49457M10
25067,2024-12-30,83193D20,SMTK,SMARTKEM INC,59882,83193D20
25067,2024-12-31,83193D20,SMTK,SMARTKEM INC,59882,83193D20
25068,2024-12-30,00888H59,MAYU,A I M E T F PRODUCTS TRUST,57097,00888H59
25068,2024-12-31,00888H59,MAYU,A I M E T F PRODUCTS TRUST,57097,00888H59
