stock,window_size,n_lags,lambda,r2_insample_stage1,r2_oos_stage1,r2_insample_stage2,r2_oos_stage2,kappa,kappa_tstat,intercept,intercept_tstat,n_observations,n_windows,n_oos_predictions_stage2,return_variance,failed
11208,20,1,5.783055944698348e-07,0.9424099617374194,-0.5536287894836889,-5.502247546473882e-10,-0.0031860406064112556,5.42444985969902e-08,2.210604721140342e-06,8.571069762049955e-05,0.14975791697017848,1863,1866,,0.000613123794095259,True
11267,20,1,5.783055944698348e-07,0.9582578832349232,-0.5646777680976571,1.6868637332523306e-06,-0.008303751608766063,0.0013033161782478916,0.05635084629193825,0.00013985914515429282,0.2901841987467002,1863,1866,,0.00043390838198016223,
11308,20,1,5.783055944698348e-07,0.9518740670776223,-0.5515354598743445,0.00015284834934770064,0.0001459479413770115,0.012609639068815638,0.5401654743608055,0.00039378279781557756,1.8357574776858199,1863,1866,,8.640022618755084e-05,
11378,20,1,5.783055944698348e-07,0.9508938204142402,-0.6374578066442329,-7.40416172817504e-10,-0.00012605380205310546,2.6956925807544523e-08,1.1964127620536797e-06,0.00011308266920660345,0.23902569554820474,1863,1866,,0.0004161179871835545,True
11404,20,1,5.783055944698348e-07,0.948016216303959,-0.5353628299762356,-9.308227522097923e-10,-0.00046935079450016737,1.8233191141684796e-08,7.467208519653232e-07,0.0005045512784824426,2.31075383135201,1863,1866,,8.969660556673044e-05,True
11533,20,1,5.783055944698348e-07,0.9553347911038107,-0.5931623608643124,-2.590621273057536e-09,-0.000612874580356193,1.0676747420117704e-07,4.737314180148482e-06,0.001022477625002144,2.320590834842203,1863,1866,,0.0003609530836307315,True
11581,20,1,5.783055944698348e-07,0.9497551566024465,-0.5780022894247303,0.0007491796292430353,0.001768121969488945,0.026778006452651902,1.214549447372283,0.00020966470622901258,0.45906209509769885,1863,1866,,0.0003883276954355505,
11628,20,1,5.783055944698348e-07,0.9554136724669718,-0.7282338198054727,-2.591169501187096e-10,-0.006819666590524243,3.804662079485616e-09,1.6984602137181572e-07,0.00018155102442003428,0.26493324329811996,1863,1866,,0.0009379618477371907,True
11644,20,1,5.783055944698348e-07,0.9463576461377657,-1.0791108516117638,0.0020358037050243194,0.0019558825113789036,0.034471482085716335,2.0123343395194517,-0.0017371995195368834,-1.310046478666155,1863,1866,,0.003240935730910458,
11674,20,1,5.783055944698348e-07,0.9568766730132192,-0.5286989104085795,-4.5196253406487585e-09,-0.0013365150612634213,2.460604453085932e-07,9.928922895159415e-06,0.0006541447159357202,2.7360452137455464,1863,1866,,0.00010659957652649199,True
11691,20,1,5.783055944698348e-07,0.9493986577332336,-0.6271341919923703,-1.4724096608631498e-08,-0.004526762530679962,2.983872815156435e-07,1.3603114178896918e-05,0.0004092608037456142,0.8361580179659952,1863,1866,,0.00044487092299136177,True
11707,20,1,5.783055944698348e-07,0.9482367054815038,-0.6346947655442978,0.0010063494905042658,-0.0019999886809709544,0.029232401266871863,1.4117827949921729,0.0013056446018078446,1.8101090345305557,1863,1866,,0.000967329613265868,
11731,20,1,5.783055944698348e-07,0.9533785612892949,-0.571793277339258,-1.8475887486602005e-11,-0.003065913079468796,1.2838336313559156e-09,5.373971368162591e-08,0.0005634662123412394,1.1899878624726319,1863,1866,,0.00043062630070898585,True
11762,20,1,5.783055944698348e-07,0.9431282266802072,-0.6105431089627804,-6.201705815556124e-13,-0.004477732152691205,7.18513256480281e-12,3.025020832147089e-10,0.0005896894641078744,1.5190227599159831,1863,1866,,0.00028274969248282396,True
11809,20,1,5.783055944698348e-07,0.945591403552931,-0.7180348253319024,-2.244820840324735e-08,-0.0009016648836408514,4.0649339740762944e-07,1.95986127078614e-05,0.00036124590774967073,0.8332897006042975,1863,1866,,0.0003492843258480051,True
11850,20,1,5.783055944698348e-07,0.9479841569055575,-0.5529681490668166,0.001022888616284412,-0.0009033702667717858,0.031589125351755086,1.425108322676142,0.0002287012454771323,0.8446309251074376,1863,1866,,0.00013644972303243863,
11891,20,1,5.783055944698348e-07,0.9418413986924148,-0.6808532632599902,-6.800373597570797e-10,-0.0020923076806445007,5.996486827273306e-08,2.5838159514130443e-06,0.0006061633496391731,1.0214429150119568,1863,1866,,0.000672059315376432,True
11955,20,1,5.783055944698348e-07,0.9407412964728165,-0.7192469185410135,-6.895060078448978e-10,-0.0065440138177996765,6.525350196323636e-08,2.7337122205958725e-06,0.00057944176900168,2.3793976205408254,1863,1866,,0.00011092038676073698,True
12008,20,1,5.783055944698348e-07,0.9495369433899015,-0.7183463903784526,-4.576672374412283e-11,-0.0008613767299880948,6.56827851575623e-10,2.7914657040018864e-08,0.001301989387539246,2.0325650577434744,1863,1866,,0.0007603640131933379,True
12036,20,1,5.783055944698348e-07,0.9484975407912744,-0.5940999809438208,-2.3042087793356814e-08,-0.003660628202242666,6.204424282288905e-07,2.544233469227592e-05,0.0005953725816160027,1.3778833338481091,1863,1866,,0.00034658261407111217,True
12052,20,1,5.783055944698348e-07,0.9530016474980753,-0.5638725291598059,-1.0941706873879298e-08,-0.0041537808209850535,6.108120401893997e-07,2.5557124018782168e-05,0.0006653562701116265,2.256530402931403,1863,1866,,0.00016282903546653774,True
12060,20,1,5.783055944698348e-07,0.944122314589985,-0.5158447370567845,9.850481722173399e-05,-0.0031566051271301188,0.009910998627263636,0.43234182999865967,0.0004251195956909888,1.3717601243764594,1863,1866,,0.00018077817210934664,
12062,20,1,5.783055944698348e-07,0.9582406245836463,-0.45762360347906594,0.00010989973180297596,-0.0011341279925765058,0.011266460027800226,0.45706471951323097,0.00041534744078179517,1.4302132527286608,1863,1866,,0.0001575126506268797,
12076,20,1,5.783055944698348e-07,0.9490117190216137,-0.5556085169194014,-7.323763817623785e-11,-0.015432238553241495,5.703626174154238e-09,2.3664865422876973e-07,0.0004889637610455213,1.0370637570951975,1863,1866,,0.0004112802366469489,True
12211,20,1,5.783055944698348e-07,0.955199193387002,-0.6710821086777736,-3.957156380351989e-09,-0.0010025418818890852,8.128067549449176e-08,3.46880068310411e-06,0.0005093593830362962,0.9913200676939182,1863,1866,,0.0004939353673034276,True
12431,20,1,5.783055944698348e-07,0.9494117072869023,-0.5359293506434086,0.0007609556169461129,-0.003405288430461617,0.027760594612973387,1.2226408116221654,0.0007168304823767721,1.8203130064333657,1863,1866,,0.0002901419986385516,
12490,20,1,5.783055944698348e-07,0.94810038427585,-0.6162381049068664,-3.7194600732703975e-09,-0.0014937795008109767,7.967751008640774e-08,3.312763463984453e-06,0.00021610362639435545,0.7857277381664618,1863,1866,,0.00014120228441947665,True
12503,20,1,5.783055944698348e-07,0.945051656204636,-0.6684545856960011,-3.7618219650426e-10,-0.009497743685420668,5.663834312690362e-09,2.5262875601886543e-07,-0.00021534546017852339,-0.2682737212266477,1863,1866,,0.0011910849776703382,True
12570,20,1,5.783055944698348e-07,0.9445891833611364,-0.5162660237641012,0.00035516522147105434,-2.7998816287011508e-05,0.018724434534082745,0.8282168744926984,0.0004588937358003983,1.157059865571985,1863,1866,,0.0002922807226778367,
12650,20,1,5.783055944698348e-07,0.9568562597892435,-0.583287078599094,0.00022552365298444954,-0.0007154240593745254,0.014739847727471717,0.6568819297887726,0.0006892747145584461,1.524029887754194,1863,1866,,0.0003834769907938729,
12781,20,1,5.783055944698348e-07,0.9553842382081271,-0.5484385607325792,-1.3111596253168045e-09,-6.075156291363015e-07,6.351545847057706e-08,2.544339075019204e-06,0.0005819473942115086,2.31370493344012,1863,1866,,0.0001179626591500679,True
13303,20,1,5.783055944698348e-07,0.9446473260731444,-0.5902031840625344,0.0022639115377383057,-0.0004459734897663825,0.04536429573225666,2.1512508803032557,0.00010952451941555633,0.13599228141931385,1863,1866,,0.0011980964529660848,
13610,20,1,5.783055944698348e-07,0.9331977808265631,-0.6145415541297112,0.0007530146491810941,-0.0030098170081225284,0.025277692013287018,1.2154321492797164,0.0004885870031503883,0.9964878889016537,1863,1866,,0.0004476071320484547,
13688,20,1,5.783055944698348e-07,0.9487203140227056,-0.5134079996460053,0.0002824527131831678,-0.002566449640521551,0.016861180534445505,0.7374415048139135,0.0004067216208605127,1.6363075665813684,1863,1866,,0.00011534091529564748,
13856,20,1,5.783055944698348e-07,0.9581189361910853,-0.5628768832996991,-2.1165469377137924e-10,-0.00028235347873661887,3.411662919118835e-09,1.448355235479732e-07,0.000467310236676278,2.3261397920356144,1863,1866,,7.555962280517641e-05,True
13901,20,1,5.783055944698348e-07,0.9403248093130031,-0.5794349640747822,-2.723960834671857e-09,-0.0002719962130681708,2.4779969408685596e-08,1.031131359260066e-06,0.0009181273834338982,4.095323301042497,1863,1866,,9.306981433702354e-05,True
13928,20,1,5.783055944698348e-07,0.9357244769685569,-0.5149879447466383,-1.6595835816701765e-11,-2.835746920637483e-05,5.720581610850321e-10,2.2854547703626646e-08,0.00023940885291224328,0.6064683578791393,1863,1866,,0.00028976941163212557,True
13936,20,1,5.783055944698348e-07,0.9447058462995125,-0.6454693103380942,0.00023003805279087075,-0.0013729971496982962,0.014266929412416151,0.6646926414432062,0.0005783712257220055,1.172188446602138,1863,1866,,0.00044998598942337474,
14277,20,1,5.783055944698348e-07,0.950048245644359,-0.5276880940761903,-4.733127001443904e-09,-3.680786412108006e-06,5.307260957885396e-07,2.2930925109951642e-05,8.70475576499106e-05,0.21525796572414968,1863,1866,,0.0003056035729814941,True
14541,20,1,5.783055944698348e-07,0.9418514923355009,-0.5581578912064915,-5.124458635208384e-10,-0.0018947866859779783,8.952814733427592e-09,3.784316470837987e-07,0.00035137683141861953,1.1266125587258478,1863,1866,,0.00018112487796797532,True
14752,20,1,5.783055944698348e-07,0.9350805183435977,-0.6014052647903803,-1.6117773782298173e-11,-0.003189716829352429,2.1339960828783852e-10,9.179352980483946e-09,0.0013088144112120017,2.74186123864633,1863,1866,,0.00042517303053278706,True
14795,20,1,5.783055944698348e-07,0.9428510572960785,-0.6226660004687485,-2.2909622865441293e-08,-0.0043604442960916145,3.511508795368224e-06,0.0001490326860085376,0.0006192033617061723,1.24658394037067,1863,1866,,0.00046530362794455,True
14816,20,1,5.783055944698348e-07,0.9616246215630525,-0.6006273568919505,-5.7200022496317615e-11,-0.0005438170000302556,9.307601325471565e-10,3.777836666417508e-08,0.0003384116663487939,1.130307184723977,1863,1866,,0.00016568380855229214,True
15069,20,1,5.783055944698348e-07,0.9401296513274663,-0.4940261383773559,0.002341804561155847,0.0030861915784521354,0.0466908332667414,2.191407817310323,-0.00012183741888380601,-0.20945745039453365,1863,1866,,0.0006264901522178537,
15202,20,1,5.783055944698348e-07,0.9448782216316862,-0.5466351435494068,1.565855000018601e-05,-0.0010703715433562078,0.003922562059627809,0.17140750117405887,0.0006207108066507512,1.3222910760076156,1863,1866,,0.0004095957497076172,
